period,site,date,sampleID,uniqueID,species,stipe_blade,length,tray,tray_wet,time_oven,tray_dry,comments,tag
2016-Nov,North,2016-11-18,224,MI0590,nereo,blade,11.8,1081.9,2686.3,48,1227.5,,1685.1
2016-Nov,North,2016-11-18,225,MI0591,nereo,blade,59.9,1048.8,17805.5,48,2540.9,,2488
2016-Nov,Second,2016-11-20,226,MI0621,nereo,blade,34.4,1071.4,7823.1,48,1611.5,,1997
2016-Nov,Second,2016-11-20,227,MI0622,nereo,blade,35.8,1010.1,13261.3,48,2089.6,,2494
2016-Nov,Second,2016-11-20,228,MI0623,nereo,blade,11.2,1168.7,3648.9,48,1354.7,,1704
2016-Nov,Second,2016-11-20,229,MI0624,nereo,blade,21.5,1127,4329.7,48,1400.4,,2110
2016-Nov,Second,2016-11-20,230,MI0625,nereo,blade,8.4,926.4,4171.6,48,1196.2,,1816
2016-Nov,Second,2016-11-20,231,MI0626,nereo,blade,39.4,1028.9,10906.9,48,1828.2,,1814
2016-Nov,Second,2016-11-20,232,MI0627,nereo,blade,62.5,878.3,20894.4,48,2391.9,,1801
2016-Nov,Second,2016-11-20,233,MI0628,nereo,blade,37.1,902.7,10854.9,48,1810.9,,1759
2016-Nov,Second,2016-11-20,234,MI0629,nereo,blade,52.8,821.5,19590.5,48,2370,,1718
2017-May,Manley,2017-05-18,236,MI0721,nereo,blade,54.7,850.1,8127.2,48,1415,uncertainty around tag number,2083
2017-May,Manley,2017-05-18,237,MI0722,nereo,blade,13.2,777.8,1765,48,861.9,uncertainty around tag number,1851
2017-May,Manley,2017-05-18,238,MI0723,nereo,blade,26.6,651.1,3816.2,48,918.6,uncertainty around tag number,1861
2017-May,Manley,2017-05-18,239,MI0724,nereo,blade,52.6,640.1,9334.5,48,1541.3,uncertainty around tag number,1913
2017-May,Manley,2017-05-18,240,MI0725,nereo,blade,26.4,956.8,3035.9,48,1145.6,uncertainty around tag number,2475
2017-May,Manley,2017-05-18,241,MI0726,nereo,blade,30.6,689.7,4733.5,48,986,uncertainty around tag number,1795
2017-May,Second,2017-05-18,242,MI0727,nereo,blade,31.7,667.8,3894.7,48,928,uncertainty around tag number,2066
2017-May,Second,2017-05-18,243,MI0728,nereo,blade,28.2,901.2,5213.7,48,1287.5,uncertainty around tag number,1794
2017-May,Second,2017-05-18,244,MI0729,nereo,blade,13.2,793.9,1678.5,48,884.6,uncertainty around tag number,1858
2017-May,Second,2017-05-18,245,MI0730,nereo,blade,24.5,740,2943.3,48,927.7,uncertainty around tag number,2001
2017-May,Second,2017-05-18,246,MI0731,nereo,blade,23.3,664,2470.2,48,863.6,uncertainty around tag number,2134
2017-May,Second,2017-05-18,247,MI0732,nereo,blade,25.5,733.2,4693.2,48,1037,uncertainty around tag number,1932
2017-May,North,2017-05-18,248,MI0733,nereo,blade,30,1057.4,3156.9,48,1307.8,uncertainty around tag number,1946
2017-May,North,2017-05-18,249,MI0734,nereo,blade,50.5,760.9,5173.6,48,1145.3,uncertainty around tag number,1791
2017-May,North,2017-05-18,250,MI0735,nereo,blade,19,871.5,2768,48,1029.7,uncertainty around tag number,2064
2017-May,North,2017-05-18,251,MI0736,nereo,blade,15.8,522.7,1970.1,48,642.7,uncertainty around tag number,1914
2017-Jun,North,2017-06-08,na,MI0799,nereo,blade,na,na,na,na,na,,na
2017-Jun,North,2017-06-08,na,MI0800,nereo,blade,na,na,na,na,na,,na
2017-Jun,North,2017-06-08,na,MI0801,nereo,blade,na,na,na,na,na,,na
2017-Jun,North,2017-06-08,na,MI0802,nereo,blade,na,na,na,na,na,,na
2017-Jun,North,2017-06-08,na,MI0803,nereo,blade,na,na,na,na,na,,na
2017-Jun,North,2017-06-08,na,MI0804,nereo,blade,na,na,na,na,na,,na
2017-Jun,Manley,2017-06-08,na,MI0805,nereo,blade,na,na,na,na,na,,na
2017-Jun,Manley,2017-06-08,na,MI0806,nereo,blade,na,na,na,na,na,,na
2017-Jun,Manley,2017-06-08,na,MI0807,nereo,blade,na,na,na,na,na,,na
2017-Jun,Manley,2017-06-08,na,MI0808,nereo,blade,na,na,na,na,na,,na
2017-Jun,Manley,2017-06-08,na,MI0809,nereo,blade,na,na,na,na,na,,na
2017-Jun,Manley,2017-06-08,na,MI0810,nereo,blade,na,na,na,na,na,,na
2017-Jun,Second,2017-06-09,na,MI0823,nereo,blade,na,na,na,na,na,,na
2017-Jun,Second,2017-06-09,na,MI0824,nereo,blade,na,na,na,na,na,,na
2017-Jun,Second,2017-06-09,na,MI0825,nereo,blade,na,na,na,na,na,,na
2017-Jun,Second,2017-06-09,na,MI0826,nereo,blade,na,na,na,na,na,,na
2017-Jun,Second,2017-06-09,na,MI0827,nereo,blade,na,na,na,na,na,,na
2017-Jun,Second,2017-06-09,na,MI0828,nereo,blade,na,na,na,na,na,,na
2017-Jul,Manley,2017-07-14,na,na,nereo,stipe,5,427.5,1844,24,569.1,harvested plants,na
2017-Jul,Manley,2017-07-14,na,MI0882,nereo,blade,40,597.9,5059.4,24,984.1,harvested plants,na
2017-Jul,Manley,2017-07-14,na,na,nereo,stipe,5,538.4,3244.2,24,808.9,harvested plants,na
2017-Jul,Manley,2017-07-14,na,MI0883,nereo,blade,34,616.1,5349.3,24,1062.4,harvested plants,na
2017-Jul,Manley,2017-07-14,na,na,nereo,stipe,5,501.9,1894.1,24,636.5,harvested plants,na
2017-Jul,Manley,2017-07-14,na,MI0884,nereo,blade,45,464,7740.2,24,1060.3,harvested plants,na
2017-Jul,Manley,2017-07-14,na,na,nereo,stipe,5,524.6,34929,24,880.9,harvested plants,na
2017-Jul,Manley,2017-07-14,na,MI0885,nereo,blade,60,495.3,17644.3,24,2034.6,harvested plants,na
2017-Jul,Manley,2017-07-14,na,na,nereo,stipe,5,452,2762.7,24,751.6,harvested plants,na
2017-Jul,Manley,2017-07-14,na,MI0886,nereo,blade,40,518.5,9295.5,24,1410.5,harvested plants,na
2017-Jul,Manley,2017-07-14,na,na,nereo,stipe,5,488,4298.2,24,1073.5,harvested plants,na
2017-Jul,Manley,2017-07-14,na,MI0887,nereo,blade,55,610,24053.2,24,2684.1,harvested plants,na
2017-Jul,North,2017-07-14,na,MI0906,nereo,blade,14,409.4,2758,24,618.4,harvested plants,na
2017-Jul,North,2017-07-14,na,na,nereo,stipe,5,364.4,2554,24,572.5,harvested plants,na
2017-Jul,North,2017-07-14,na,MI0907,nereo,blade,2,398,642.7,24,423.5,harvested plants,na
2017-Jul,North,2017-07-14,na,na,nereo,stipe,5,421.7,1479.2,24,522,harvested plants,na
2017-Jul,North,2017-07-14,na,MI0908,nereo,blade,24.2,521,5881.9,24,1030,harvested plants,na
2017-Jul,North,2017-07-14,na,na,nereo,stipe,5,411.6,2748.4,24,665.3,harvested plants,na
2017-Jul,North,2017-07-14,na,MI0909,nereo,blade,42,451.2,7325.4,24,1124.5,harvested plants,na
2017-Jul,North,2017-07-14,na,na,nereo,stipe,5,350.8,2026.4,24,501.7,harvested plants,na
2017-Jul,North,2017-07-14,na,MI0910,nereo,blade,na,445.7,9640,24,1870.1,"harvested plants, missing length",na
2017-Jul,North,2017-07-14,na,na,nereo,stipe,5,436.8,3815,24,799.6,harvested plants,na
2017-Jul,North,2017-07-14,na,MI0911,nereo,blade,na,481.6,6393.5,24,1794.6,"harvested plants, missing length",na
2017-Jul,North,2017-07-14,na,na,nereo,stipe,5,320,1933.7,24,483.6,harvested plants,na
2017-Jul,Second,2017-07-16,na,MI0900,nereo,blade,5,544.5,6139.8,24,1059.1,harvested plants,na
2017-Jul,Second,2017-07-16,na,na,nereo,stipe,27,461.6,1650.4,24,615.4,harvested plants,na
2017-Jul,Second,2017-07-16,na,MI0901,nereo,blade,40,392.6,8664.5,24,1138.6,harvested plants,na
2017-Jul,Second,2017-07-16,na,na,nereo,stipe,5,355.6,2399.1,24,564.8,harvested plants,na
2017-Jul,Second,2017-07-16,na,MI0902,nereo,blade,26.6,451.8,4777.1,24,793.1,harvested plants,na
2017-Jul,Second,2017-07-16,na,na,nereo,stipe,5,484.5,1574.6,24,595.7,harvested plants,na
2017-Jul,Second,2017-07-16,na,MI0903,nereo,blade,22,406,4481.8,24,726.7,harvested plants,na
2017-Jul,Second,2017-07-16,na,na,nereo,stipe,5,323.9,1078.2,24,396.7,harvested plants,na
2017-Jul,Second,2017-07-16,na,MI0904,nereo,blade,57,547.9,12899.9,24,1717.3,harvested plants,na
2017-Jul,Second,2017-07-16,na,na,nereo,stipe,5,423.1,2832,24,688,harvested plants,na
2017-Jul,Second,2017-07-16,na,MI0905,nereo,blade,23,449,3882.3,24,717.7,harvested plants,na
2017-Jul,Second,2017-07-16,na,na,nereo,stipe,5,469.9,1364.5,24,560.8,harvested plants,na
2019-Jul,Second,2019-07-02,1,na,nereo,stipe,5,7119.5,12369.7,24,7805.6,,na
2019-Jul,Second,2019-07-02,2,na,nereo,stipe,5,7163.1,8726.1,24,7310.2,,na
2019-Jul,Second,2019-07-02,3,na,nereo,stipe,5,7939.1,10738.3,24,8157.7,,na
2019-Jul,Second,2019-07-02,4,na,nereo,stipe,5,7688.8,10270.7,24,7837.2,,na
2019-Jul,Second,2019-07-02,5,na,nereo,stipe,5,7675.1,21413.6,24,8533.4,,na
2019-Jul,Second,2019-07-02,6,na,nereo,stipe,5,7119.2,12470.5,24,7444.2,,na
2019-Jul,Second,2019-07-02,7,na,nereo,stipe,5,7917.3,15282.2,24,8335.9,,na
2019-Jul,Second,2019-07-02,8,na,nereo,stipe,5,7858,49299.9,24,10200.7,,na
2019-Jul,Second,2019-07-02,9,na,nereo,stipe,5,7998,22508.7,24,8823.5,,na
2019-Jul,Second,2019-07-02,10,na,nereo,stipe,5,9728.1,15884.3,24,10130.8,,na
2019-Jul,Second,2019-07-02,11,na,nereo,blade,20,7689.5,15086.4,24,8393.5,,na
2019-Jul,Second,2019-07-02,12,na,nereo,blade,20,7852.7,16502.5,24,8561.3,,na
2019-Jul,Second,2019-07-02,13,MI1067,nereo,blade,20,7207.3,13228.3,24,7783.5,,na
2019-Jul,Second,2019-07-02,14,MI1066,nereo,blade,20,7228.3,9685,24,7410.1,,na
2019-Jul,Second,2019-07-02,15,MI1065,nereo,blade,20,7542.4,12614.7,24,7927.6,,na
2019-Jul,Second,2019-07-02,16,MI1064,nereo,blade,20,7685,10862,24,7935.3,,na
2019-Jul,Second,2019-07-02,17,MI1063,nereo,blade,20,7366.5,12342.3,24,7763.9,,na
2019-Jul,Second,2019-07-02,18,MI1062,nereo,blade,20,7219.1,11280.3,24,7522.5,,na
2019-Jul,Second,2019-07-02,19,na,nereo,blade,20,7817.6,17985.6,24,8734,,na
2019-Jul,Second,2019-07-02,20,na,nereo,blade,20,10088.2,15152.6,24,10484.5,,na
2019-Jul,Manley,2019-07-03,21,na,nereo,blade,20,7099.2,11442,24,7553.9,wrong wet weight?,na
2019-Jul,Manley,2019-07-03,23,na,nereo,blade,20,7116.2,11108.2,24,11442,wrong wet weight?,na
2019-Jul,Manley,2019-07-03,24,MI1058,nereo,blade,20,7946.4,13493.9,24,11108,wrong wet weight?,na
2019-Jul,Manley,2019-07-03,25,na,nereo,blade,20,10191.5,12842.2,24,13493.9,wrong wet weight?,na
2019-Jul,Manley,2019-07-03,26,MI1061,nereo,blade,20,7667,12393,24,12842.2,wrong wet weight?,na
2019-Jul,Manley,2019-07-03,27,MI1060,nereo,blade,20,7691.7,12513.3,24,12393,wrong wet weight?,na
2019-Jul,Manley,2019-07-03,28,MI1056,nereo,blade,20,7105,9088.1,24,12513.3,wrong wet weight?,na
2019-Jul,Manley,2019-07-03,29,MI1059,nereo,blade,20,7641.1,10969.2,24,9088.1,wrong wet weight?,na
2019-Jul,Manley,2019-07-03,30,MI1057,nereo,blade,20,7164.8,10038.5,24,10969.2,wrong wet weight?,na
2019-Jul,Manley,2019-07-03,31,na,nereo,blade,20,7195,8948.1,24,10038.5,wrong wet weight?,na
2019-Jul,Manley,2019-07-03,32,na,nereo,stipe,5,7818.8,27903,24,8997,,na
2019-Jul,Manley,2019-07-03,33,na,nereo,stipe,5,7696,18320.2,24,8344,,na
2019-Jul,Manley,2019-07-03,34,na,nereo,stipe,5,7934.2,8926.6,24,8015.8,,na
2019-Jul,Manley,2019-07-03,35,na,nereo,stipe,5,7830,na,24,8194.3,tray_wet was 1443.4,na
2019-Jul,Manley,2019-07-03,36,na,nereo,stipe,5,7671.6,14086.6,24,8048.7,,na
2019-Jul,Manley,2019-07-03,37,na,nereo,stipe,5,7669.2,25061.8,24,8577,,na
2019-Jul,Manley,2019-07-03,38,na,nereo,stipe,5,7155.2,24219.8,24,8088.4,,na
2019-Jul,Manley,2019-07-03,39,na,nereo,stipe,5,7244.1,16739,24,7794.2,,na
2019-Jul,Manley,2019-07-03,40,na,nereo,stipe,5,7677.9,9183.2,24,7814.7,,na
2019-Jul,Manley,2019-07-03,41,na,nereo,stipe,5,7928.3,12120,24,8189.3,,na
2019-Jul,North,2019-07-02,42,na,nereo,stipe,5,7357.5,11029.5,24,7708.6,,na
2019-Jul,North,2019-07-02,43,na,nereo,stipe,5,7853.8,16959,24,8410.7,,na
2019-Jul,North,2019-07-02,44,na,nereo,stipe,5,7853.8,28184.7,24,8889.3,,na
2019-Jul,North,2019-07-02,45,na,nereo,stipe,5,7827.3,38798.2,24,10028.8,,na
2019-Jul,North,2019-07-02,46,na,nereo,stipe,5,7819,11772.1,24,na,tray_dry was 7567.2,na
2019-Jul,North,2019-07-02,47,na,nereo,stipe,5,7108.3,22462.8,24,9226.9,,na
2019-Jul,North,2019-07-02,48,na,nereo,stipe,5,7702.4,12370.6,24,10414.8,,na
2019-Jul,North,2019-07-02,49,na,nereo,stipe,5,10209.1,15194.5,24,na,tray_dry was 8662,na
2019-Jul,North,2019-07-02,50,na,nereo,stipe,5,7988.3,70933.3,24,11874.7,,na
2019-Jul,North,2019-07-02,51,na,nereo,stipe,5,7104.8,7906.4,24,7170.9,,na
2019-Jul,North,2019-07-02,52,na,nereo,blade,20,7917.5,14260.9,24,8399.3,,na
2019-Jul,North,2019-07-02,53,na,nereo,blade,20,7699.6,16639,24,8351.4,,na
2019-Jul,North,2019-07-02,54,na,nereo,blade,20,7113.4,27411.3,24,8558.2,,na
2019-Jul,North,2019-07-02,55,MI1068,nereo,blade,20,7929.4,20016.5,24,8913.1,,na
2019-Jul,North,2019-07-02,56,MI1069,nereo,blade,20,7120,14994.2,24,7788,,na
2019-Jul,North,2019-07-02,57,MI1070,nereo,blade,20,7706.8,12085.8,24,8024.4,,na
2019-Jul,North,2019-07-02,58,MI1071,nereo,blade,20,7703.1,12441.7,24,8038.4,,na
2019-Jul,North,2019-07-02,59,MI1072,nereo,blade,20,10115.4,13863.1,24,10384.9,,na
2019-Jul,North,2019-07-02,60,MI1073,nereo,blade,20,7696.4,18477.5,24,8499,,na
2019-Jul,North,2019-07-02,61,na,nereo,blade,20,7701.5,16823.9,24,8382.8,,na
2019-Jul,Triquetta,2019-07-07,68,MI1077,nereo,blade,20,9719.1,12013.1,24,9961.2,,na
2019-Jul,Triquetta,2019-07-07,64,na,nereo,blade,20,7855,9962,24,8047.2,,na
2019-Jul,Triquetta,2019-07-07,66,MI1075,nereo,blade,20,7694,9553.3,24,7896.1,,na
2019-Jul,Triquetta,2019-07-07,69,MI1078,nereo,blade,20,7556.1,11550.5,24,8005.4,,na
2019-Jul,Triquetta,2019-07-07,67,MI1076,nereo,blade,20,7932.2,11500,24,8285.2,,na
2019-Jul,Triquetta,2019-07-07,65,MI1074,nereo,blade,20,10227.9,13460.5,24,10552.9,,na
2019-Jul,Triquetta,2019-07-07,62,na,nereo,blade,20,7823.7,9367.6,24,8012.2,,na
2019-Jul,Triquetta,2019-07-07,63,na,nereo,blade,20,7948.9,10585.4,24,8186.1,,na
2019-Jul,Triquetta,2019-07-07,71,MI1079,nereo,blade,20,7259.6,8455.2,24,7372.8,,na
2019-Jul,Triquetta,2019-07-07,79,na,nereo,blade,20,10102.6,12051.3,24,10292,,na
2019-Jul,Triquetta,2019-07-07,70,na,nereo,blade,20,7701.7,13925.9,24,8334.5,,na
2019-Jul,Triquetta,2019-07-07,76,na,nereo,blade,20,7212.5,9050.6,24,7420.6,,na
2019-Jul,Triquetta,2019-07-07,82,na,nereo,stipe,5,7352.7,12863.1,24,7737.9,,na
2019-Jul,Triquetta,2019-07-07,75,na,nereo,stipe,5,7691.2,10788.9,24,7954,,na
2019-Jul,Triquetta,2019-07-07,80,na,nereo,stipe,5,7830.6,11164,24,8333.7,,na
2019-Jul,Triquetta,2019-07-07,83,na,nereo,stipe,5,7148.7,8520,24,7267,tray was 71148.7,na
2019-Jul,Triquetta,2019-07-07,73,na,nereo,stipe,5,7023.5,9262.8,24,7217.8,,na
2019-Jul,Triquetta,2019-07-07,74,na,nereo,stipe,5,7819.6,21692.1,24,8841,,na
2019-Jul,Triquetta,2019-07-07,72,na,nereo,stipe,5,8056.3,9245,24,8168.1,,na
2019-Jul,Triquetta,2019-07-07,81,na,nereo,stipe,5,7827,18651.8,24,8690.1,,na
2019-Jul,Triquetta,2019-07-07,78,na,nereo,stipe,5,7361.4,7945.6,24,7419,,na
2019-Jul,Triquetta,2019-07-07,77,na,nereo,stipe,5,2739.9,na,24,8267.8,tray_wet was 205552.1,na
2024-Jul,Triquet,2024-07-06,na,MI1080,macro,blade,na,na,na,na,na,"*all collections were done from the surface. approximately 5cm by 5cm of material was collected from different individuals (macro - from a blade close to the cymatar directly above the pneumatocyst, nereo - on blade 10cm above the pneumatocyst)",na
2024-Jul,Triquet,2024-07-06,na,MI1081,macro,blade,na,na,na,na,na,,na
2024-Jul,Triquet,2024-07-06,na,MI1082,macro,blade,na,na,na,na,na,,na
2024-Jul,Triquet,2024-07-06,na,MI1083,macro,blade,na,na,na,na,na,,na
2024-Jul,Triquet,2024-07-06,na,MI1084,macro,blade,na,na,na,na,na,,na
2024-Jul,Triquet,2024-07-06,na,MI1085,macro,blade,na,na,na,na,na,,na
2024-Jul,Triquet,2024-07-06,na,MI1086,macro,blade,na,na,na,na,na,,na
2024-Jul,Triquet,2024-07-06,na,MI1087,macro,blade,na,na,na,na,na,,na
2024-Jul,Triquet,2024-07-06,na,MI1088,macro,blade,na,na,na,na,na,,na
2024-Jul,Triquet,2024-07-06,na,MI1089,macro,blade,na,na,na,na,na,,na
2024-Jul,Meay,2024-07-07,na,MI1090,macro,blade,na,na,na,na,na,,na
2024-Jul,Meay,2024-07-07,na,MI1091,macro,blade,na,na,na,na,na,,na
2024-Jul,Meay,2024-07-07,na,MI1092,macro,blade,na,na,na,na,na,,na
2024-Jul,Meay,2024-07-07,na,MI1093,macro,blade,na,na,na,na,na,,na
2024-Jul,Meay,2024-07-07,na,MI1094,macro,blade,na,na,na,na,na,,na
2024-Jul,Meay,2024-07-07,na,MI1095,macro,blade,na,na,na,na,na,,na
2024-Jul,Meay,2024-07-07,na,MI1096,macro,blade,na,na,na,na,na,,na
2024-Jul,Meay,2024-07-07,na,MI1097,macro,blade,na,na,na,na,na,,na
2024-Jul,Meay,2024-07-07,na,MI1098,macro,blade,na,na,na,na,na,,na
2024-Jul,Meay,2024-07-07,na,MI1099,macro,blade,na,na,na,na,na,,na
2024-Jul,Womanley,2024-07-08,na,MI1100,macro,blade,na,na,na,na,na,,na
2024-Jul,Womanley,2024-07-08,na,MI1101,macro,blade,na,na,na,na,na,,na
2024-Jul,Womanley,2024-07-08,na,MI1102,macro,blade,na,na,na,na,na,,na
2024-Jul,Womanley,2024-07-08,na,MI1103,macro,blade,na,na,na,na,na,,na
2024-Jul,Womanley,2024-07-08,na,MI1104,macro,blade,na,na,na,na,na,,na
2024-Jul,Womanley,2024-07-08,na,MI1105,macro,blade,na,na,na,na,na,,na
2024-Jul,Womanley,2024-07-08,na,MI1106,macro,blade,na,na,na,na,na,,na
2024-Jul,Womanley,2024-07-08,na,MI1107,macro,blade,na,na,na,na,na,,na
2024-Jul,Womanley,2024-07-08,na,MI1108,macro,blade,na,na,na,na,na,,na
2024-Jul,Womanley,2024-07-08,na,MI1109,macro,blade,na,na,na,na,na,,na
2024-Jul,Westbeach,2024-07-09,na,MI1110,macro,blade,na,na,na,na,na,,na
2024-Jul,Westbeach,2024-07-09,na,MI1111,macro,blade,na,na,na,na,na,,na
2024-Jul,Westbeach,2024-07-09,na,MI1112,macro,blade,na,na,na,na,na,,na
2024-Jul,Westbeach,2024-07-09,na,MI1113,macro,blade,na,na,na,na,na,,na
2024-Jul,Westbeach,2024-07-09,na,MI1114,macro,blade,na,na,na,na,na,,na
2024-Jul,Westbeach,2024-07-09,na,MI1115,macro,blade,na,na,na,na,na,,na
2024-Jul,Westbeach,2024-07-09,na,MI1116,macro,blade,na,na,na,na,na,,na
2024-Jul,Westbeach,2024-07-09,na,MI1117,macro,blade,na,na,na,na,na,,na
2024-Jul,Westbeach,2024-07-09,na,MI1118,macro,blade,na,na,na,na,na,,na
2024-Jul,Westbeach,2024-07-09,na,MI1119,macro,blade,na,na,na,na,na,,na
2024-Jul,Jennie_point,2024-07-11,na,MI1120,nereo,blade,na,na,na,na,na,,na
2024-Jul,Jennie_point,2024-07-11,na,MI1121,nereo,blade,na,na,na,na,na,,na
2024-Jul,Jennie_point,2024-07-11,na,MI1122,nereo,blade,na,na,na,na,na,,na
2024-Jul,Jennie_point,2024-07-11,na,MI1123,nereo,blade,na,na,na,na,na,,na
2024-Jul,Jennie_point,2024-07-11,na,MI1124,nereo,blade,na,na,na,na,na,,na
2024-Jul,Jennie_point,2024-07-11,na,MI1125,nereo,blade,na,na,na,na,na,,na
2024-Jul,Jennie_point,2024-07-11,na,MI1126,nereo,blade,na,na,na,na,na,,na
2024-Jul,Jennie_point,2024-07-11,na,MI1127,nereo,blade,na,na,na,na,na,,na
2024-Jul,Jennie_point,2024-07-11,na,MI1128,nereo,blade,na,na,na,na,na,,na
2024-Jul,Jennie_point,2024-07-11,na,MI1129,nereo,blade,na,na,na,na,na,,na
2024-Jul,Cape_mark_HIRMD,2024-07-11,na,MI1130,macro,blade,na,na,na,na,na,,na
2024-Jul,Cape_mark_HIRMD,2024-07-11,na,MI1131,macro,blade,na,na,na,na,na,,na
2024-Jul,Cape_mark_HIRMD,2024-07-11,na,MI1132,macro,blade,na,na,na,na,na,,na
2024-Jul,Cape_mark_HIRMD,2024-07-11,na,MI1133,macro,blade,na,na,na,na,na,,na
2024-Jul,Cape_mark_HIRMD,2024-07-11,na,MI1134,macro,blade,na,na,na,na,na,,na
2024-Jul,Cape_mark_HIRMD,2024-07-11,na,MI1135,macro,blade,na,na,na,na,na,,na
2024-Jul,Cape_mark_HIRMD,2024-07-11,na,MI1136,macro,blade,na,na,na,na,na,,na
2024-Jul,Cape_mark_HIRMD,2024-07-11,na,MI1137,macro,blade,na,na,na,na,na,,na
2024-Jul,Cape_mark_HIRMD,2024-07-11,na,MI1138,macro,blade,na,na,na,na,na,,na
2024-Jul,Cape_mark_HIRMD,2024-07-11,na,MI1139,macro,blade,na,na,na,na,na,,na
2024-Jul,Ivory_HIRMD,2024-07-12,na,MI1140,macro,blade,na,na,na,na,na,,na
2024-Jul,Ivory_HIRMD,2024-07-12,na,MI1141,macro,blade,na,na,na,na,na,,na
2024-Jul,Ivory_HIRMD,2024-07-12,na,MI1142,macro,blade,na,na,na,na,na,,na
2024-Jul,Ivory_HIRMD,2024-07-12,na,MI1143,macro,blade,na,na,na,na,na,,na
2024-Jul,Ivory_HIRMD,2024-07-12,na,MI1144,macro,blade,na,na,na,na,na,,na
2024-Jul,Ivory_HIRMD,2024-07-12,na,MI1145,macro,blade,na,na,na,na,na,,na
2024-Jul,Ivory_HIRMD,2024-07-12,na,MI1146,macro,blade,na,na,na,na,na,,na
2024-Jul,Ivory_HIRMD,2024-07-12,na,MI1147,macro,blade,na,na,na,na,na,,na
2024-Jul,Ivory_HIRMD,2024-07-12,na,MI1148,macro,blade,na,na,na,na,na,,na
2024-Jul,Ivory_HIRMD,2024-07-12,na,MI1149,macro,blade,na,na,na,na,na,,na
2024-Jul,McMullins_HIRMD,2024-07-13,na,MI1150,macro,blade,na,na,na,na,na,,na
2024-Jul,McMullins_HIRMD,2024-07-13,na,MI1151,macro,blade,na,na,na,na,na,,na
2024-Jul,McMullins_HIRMD,2024-07-13,na,MI1152,macro,blade,na,na,na,na,na,,na
2024-Jul,McMullins_HIRMD,2024-07-13,na,MI1153,macro,blade,na,na,na,na,na,,na
2024-Jul,McMullins_HIRMD,2024-07-13,na,MI1154,macro,blade,na,na,na,na,na,,na
2024-Jul,McMullins_HIRMD,2024-07-13,na,MI1155,macro,blade,na,na,na,na,na,,na
2024-Jul,McMullins_HIRMD,2024-07-13,na,MI1156,macro,blade,na,na,na,na,na,,na
2024-Jul,McMullins_HIRMD,2024-07-13,na,MI1157,macro,blade,na,na,na,na,na,,na
2024-Jul,McMullins_HIRMD,2024-07-13,na,MI1158,macro,blade,na,na,na,na,na,,na
2024-Jul,McMullins_HIRMD,2024-07-13,na,MI1159,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker,2024-07-13,na,MI1160,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker,2024-07-13,na,MI1161,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker,2024-07-13,na,MI1162,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker,2024-07-13,na,MI1163,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker,2024-07-13,na,MI1164,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker,2024-07-13,na,MI1165,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker,2024-07-13,na,MI1166,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker,2024-07-13,na,MI1167,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker,2024-07-13,na,MI1168,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker,2024-07-13,na,MI1169,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker_HIRMD,2024-07-14,na,MI1170,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker_HIRMD,2024-07-14,na,MI1171,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker_HIRMD,2024-07-14,na,MI1172,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker_HIRMD,2024-07-14,na,MI1173,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker_HIRMD,2024-07-14,na,MI1174,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker_HIRMD,2024-07-14,na,MI1175,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker_HIRMD,2024-07-14,na,MI1176,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker_HIRMD,2024-07-14,na,MI1177,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker_HIRMD,2024-07-14,na,MI1178,macro,blade,na,na,na,na,na,,na
2024-Jul,Stryker_HIRMD,2024-07-14,na,MI1179,macro,blade,na,na,na,na,na,,na
2024-Jul,McMullins,2024-07-14,na,MI1180,nereo,blade,na,na,na,na,na,,na
2024-Jul,McMullins,2024-07-14,na,MI1181,nereo,blade,na,na,na,na,na,,na
2024-Jul,McMullins,2024-07-14,na,MI1182,nereo,blade,na,na,na,na,na,,na
2024-Jul,McMullins,2024-07-14,na,MI1183,nereo,blade,na,na,na,na,na,,na
2024-Jul,McMullins,2024-07-14,na,MI1184,nereo,blade,na,na,na,na,na,,na
2024-Jul,McMullins,2024-07-14,na,MI1185,nereo,blade,na,na,na,na,na,,na
2024-Jul,McMullins,2024-07-14,na,MI1186,nereo,blade,na,na,na,na,na,,na
2024-Jul,McMullins,2024-07-14,na,MI1187,nereo,blade,na,na,na,na,na,,na
2024-Jul,McMullins,2024-07-14,na,MI1188,nereo,blade,na,na,na,na,na,,na
