"period","date","site","diver","transect","side","distance","tag","time","blade_count","Sbulb_max","timestamp","stipe_length","presence","punch_length","punch_blade_length","blade_avg_length","sori"
"2016-Jun","2016-06-17","Second","OP",3,NA,NA,NA,"9:08:00",NA,NA,1,104,NA,NA,NA,75,"0"
"2016-Jun","2016-06-17","Second","OP",3,NA,NA,NA,"9:08:00",NA,NA,1,111,NA,NA,NA,85,"0"
"2016-Jun","2016-06-17","Second","OP",3,NA,NA,NA,"9:08:00",NA,NA,1,113,NA,NA,NA,78,"0"
"2016-Jun","2016-06-17","Second","OP",3,NA,NA,NA,"9:08:00",NA,NA,1,120,NA,NA,NA,80,"0"
"2016-Jun","2016-06-17","Second","OP",3,NA,NA,NA,"9:08:00",NA,NA,1,126,NA,NA,NA,60,"0"
"2016-Jun","2016-06-17","Second","OP",3,NA,NA,NA,"9:08:00",NA,NA,1,142,NA,NA,NA,85,"0"
"2016-Jun","2016-06-17","Second","OP",3,NA,NA,NA,"9:08:00",NA,NA,1,158,NA,NA,NA,72,"0"
"2016-Jun","2016-06-17","Second","OP",3,NA,NA,NA,"9:08:00",NA,NA,1,168,NA,NA,NA,125,"0"
"2016-Jun","2016-06-17","Second","OP",3,NA,NA,NA,"9:08:00",NA,NA,1,172,NA,NA,NA,120,"0"
"2016-Jun","2016-06-17","Second","OP",3,NA,NA,NA,"9:08:00",NA,NA,1,174,NA,NA,NA,105,"0"
"2016-Jun","2016-06-17","Second","OP",3,NA,NA,NA,"9:08:00",NA,NA,1,178,NA,NA,NA,125,"0"
"2016-Jun","2016-06-17","Second","OP",3,NA,NA,NA,"9:08:00",NA,NA,1,275,NA,NA,NA,93,"0"
"2016-Jun","2016-06-17","Second","OP",3,NA,NA,NA,"9:08:00",NA,NA,1,308,NA,NA,NA,180,"0"
"2016-Jun","2016-06-17","Second","OP",3,NA,NA,NA,"9:08:00",NA,NA,1,316,NA,NA,NA,200,"0"
"2016-Jun","2016-06-17","Second","OP",3,NA,NA,NA,"9:08:00",NA,NA,1,333,NA,NA,NA,200,"0"
"2016-Jun","2016-07-20","Second","AM",1,"R",4.8,2402,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Jun","2016-07-20","Second","AM",1,"R",12.1,2126,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Jun","2016-07-20","Second","AM",2,"R",3.2,2513,"14:00:00",67,NA,3,333,"y",NA,NA,NA,NA
"2016-Jun","2016-07-20","Second","AM",2,"R",9,2043,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Jun","2016-07-20","Second","AM",3,"R",1,2500,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Jun","2016-07-20","Second","AM",3,"R",1.8,1850,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Jun","2016-07-20","Second","AM",3,"R",5.8,1928,"14:00:00",27,NA,3,358,"y",NA,NA,NA,NA
"2016-Jun","2016-07-20","Second","AM",3,"R",15.1,1731,"14:00:00",28,NA,3,298,"y",NA,NA,NA,NA
"2016-Jun","2016-07-20","Second","OP",1,"L",1,1886,"14:00:00",37,NA,3,363,"y",NA,NA,NA,NA
"2016-Jun","2016-07-20","Second","OP",1,"L",6.4,1940,"14:00:00",41,NA,3,532,"y",NA,NA,NA,NA
"2016-Jun","2016-07-20","Second","OP",1,"L",15.9,2056,"14:00:00",50,NA,3,470,"y",NA,NA,NA,NA
"2016-Jun","2016-07-20","Second","OP",2,"L",12.6,2065,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Jun","2016-07-20","Second","OP",2,"L",13.5,1828,"14:00:00",45,NA,3,512,"y",NA,NA,NA,NA
"2016-Jun","2016-07-20","Second","OP",3,"L",5.7,1812,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Jun","2016-07-20","Second","OP",3,"L",6.5,1746,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Jun","2016-07-20","Second","OP",3,"L",11,2055,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Jun","2016-07-21","Manley","AM",1,"L",10.3,1800,"13:00:00",60,NA,3,308,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","Manley","AM",1,"L",16.2,1725,"13:00:00",31,NA,3,273,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","Manley","AM",2,"L",0.6,1735,"13:00:00",65,NA,3,397,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","Manley","AM",2,"L",2.5,2030,"13:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Jun","2016-07-21","Manley","AM",2,"L",13,2078,"13:00:00",48,NA,3,235,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","Manley","AM",3,"L",0.2,1739,"13:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Jun","2016-07-21","Manley","AM",3,"L",2.8,1726,"13:00:00",74,NA,3,283,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","Manley","AM",3,"L",18.7,1771,"13:00:00",45,NA,3,350,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","Manley","NR",1,"R",7.5,1982,"13:00:00",70,NA,3,294,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","Manley","NR",1,"R",11.3,2085,"13:00:00",47,NA,3,277,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","Manley","NR",1,"R",17.4,2114,"13:00:00",58,NA,3,266,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","Manley","NR",2,"R",4.9,1841,"13:00:00",56,NA,3,316,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","Manley","NR",2,"R",14.2,2132,"13:00:00",66,NA,3,219,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","Manley","NR",3,"R",5,1999,"13:00:00",60,NA,3,286,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","North","AM",1,"L",5.9,1866,"15:30:00",38,NA,3,394,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","North","AM",1,"L",6.8,1545,"15:30:00",35,NA,3,450,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","North","AM",1,"L",12,2099,"15:30:00",43,NA,3,451,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","North","AM",2,"L",3.6,1918,"15:30:00",33,NA,3,367,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","North","AM",2,"L",6.2,1878,"15:30:00",38,NA,3,368,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","North","AM",3,"L",0,2021,"15:30:00",33,NA,3,214,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","North","AM",3,"L",10.9,1922,"15:30:00",24,NA,3,377,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","North","AM",3,"L",16.5,1900,"15:30:00",29,NA,3,431,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","North","OP",1,"R",7.8,1971,"15:30:00",40,NA,3,435,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","North","OP",1,"R",7.8,2053,"15:30:00",31,NA,3,423,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","North","OP",1,"R",9.2,1964,"15:30:00",36,NA,3,404,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","North","OP",2,"R",5.3,1789,"15:30:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Jun","2016-07-21","North","OP",2,"R",10.7,1776,"15:30:00",36,NA,3,441,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","North","OP",3,"R",2,1802,"15:30:00",29,NA,3,445,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","North","OP",3,"R",9.8,2092,"15:30:00",29,NA,3,463,"y",NA,NA,NA,NA
"2016-Jun","2016-07-21","North","OP",3,"R",14.5,2101,"15:30:00",30,NA,3,588,"y",NA,NA,NA,NA
"2016-May","2016-05-20","Manley","AM",1,"L",3.6,310,"13:30:00",NA,NA,1,137,NA,30,107,100,"0"
"2016-May","2016-05-20","Manley","AM",1,"L",11.3,1781,"13:30:00",NA,NA,1,120,NA,35,114,100,"0"
"2016-May","2016-05-20","Manley","AM",1,"L",12,313,"13:30:00",NA,NA,1,252,NA,35,115,110,"0"
"2016-May","2016-05-20","Manley","AM",2,"L",3.3,2010,"13:30:00",NA,NA,1,197,NA,50,155,120,"0"
"2016-May","2016-05-20","Manley","AM",2,"L",12,1734,"13:30:00",NA,NA,1,121,NA,35,115,115,"0"
"2016-May","2016-05-20","Manley","AM",2,"L",18.3,1867,"13:30:00",NA,NA,1,104,NA,25,80,100,"0"
"2016-May","2016-05-20","Manley","AM",3,"L",9,1792,"13:30:00",NA,NA,1,49,NA,15,46,45,"0"
"2016-May","2016-05-20","Manley","AM",3,"L",13,1730,"13:30:00",NA,NA,1,41,NA,10,38,30,"0"
"2016-May","2016-05-20","Manley","OP",1,"R",3.7,1763,"13:30:00",NA,NA,1,138,NA,30,108,110,"0"
"2016-May","2016-05-20","Manley","OP",1,"R",7,1939,"13:30:00",NA,NA,1,116,NA,20,68,80,"0"
"2016-May","2016-05-20","Manley","OP",1,"R",16.3,1863,"13:30:00",NA,NA,1,112,NA,25,76,80,"0"
"2016-May","2016-05-20","Manley","OP",2,"R",12,2129,"13:30:00",NA,NA,1,39,NA,10,40,30,"0"
"2016-May","2016-05-20","Manley","OP",2,"R",13.2,2038,"13:30:00",NA,NA,1,183,NA,30,90,125,"0"
"2016-May","2016-05-20","Manley","OP",2,"R",18.6,1793,"13:30:00",NA,NA,1,64,NA,15,52,50,"0"
"2016-May","2016-05-20","Manley","OP",3,"R",1,2091,"13:30:00",NA,NA,1,99,NA,25,60,70,"0"
"2016-May","2016-05-20","Manley","OP",3,"R",8.2,2089,"13:30:00",NA,NA,1,66,NA,12,42,55,"0"
"2016-May","2016-05-20","North","AM",1,"L",10,2077,"15:40:00",NA,NA,1,337,NA,70,190,250,"0"
"2016-May","2016-05-20","North","AM",2,"L",5.6,1873,"15:40:00",NA,NA,1,100,NA,25,88,90,"0"
"2016-May","2016-05-20","North","AM",2,"L",10.7,2107,"15:40:00",NA,NA,1,59,NA,15,48,45,"0"
"2016-May","2016-05-20","North","AM",2,"L",18,1815,"15:40:00",NA,NA,1,116,NA,20,60,70,"0"
"2016-May","2016-05-20","North","AM",3,"L",14.1,2007,"15:40:00",NA,NA,1,244,NA,30,106,140,"0"
"2016-May","2016-05-20","North","AM",3,"L",16.2,1703,"15:40:00",NA,NA,1,64,NA,25,75,65,"0"
"2016-May","2016-05-20","North","AM",3,"L",16.2,1743,"15:40:00",NA,NA,1,117,NA,40,116,120,"0"
"2016-May","2016-05-20","North","NR",2,"R",19.5,1992,"15:40:00",NA,NA,1,65.5,NA,9,28,33,"0"
"2016-May","2016-05-20","North","NR",2,"R",20,2059,"15:40:00",NA,NA,1,58,NA,15,44,25,"0"
"2016-May","2016-05-20","North","NR",3,"L",12.75,1701,"15:40:00",NA,NA,1,108,NA,18,50,74,"0"
"2016-May","2016-05-20","North","NR",3,"L",14.1,2112,"15:40:00",NA,NA,1,277,NA,33,99,105,"0"
"2016-May","2016-05-20","North","NR",3,"R",5.75,2100,"15:40:00",NA,NA,1,303,NA,20,60,175,"0"
"2016-May","2016-05-21","Second","AM",1,"L",7.1,2102,"9:25:00",NA,NA,1,146,NA,30,105,110,"0"
"2016-May","2016-05-21","Second","AM",2,"L",8,311,"9:25:00",NA,NA,1,124,NA,25,88,90,"0"
"2016-May","2016-05-21","Second","AM",2,"L",8,1838,"9:25:00",NA,NA,1,134,NA,25,85,100,"0"
"2016-May","2016-05-21","Second","AM",2,"L",14,1716,"9:25:00",NA,NA,1,115,NA,25,80,85,"0"
"2016-May","2016-05-21","Second","AM",3,"L",0,1936,"9:25:00",NA,NA,1,224,NA,30,110,260,"0"
"2016-May","2016-05-21","Second","AM",3,"L",4.6,2034,"9:25:00",NA,NA,1,267,NA,60,180,218,"0"
"2016-May","2016-05-21","Second","AM",3,"R",8.3,317,"9:25:00",NA,NA,1,106,NA,30,92,105,"0"
"2016-May","2016-05-21","Second","OP",1,"R",0,1822,"9:25:00",NA,NA,1,76,NA,15,45,45,"0"
"2016-May","2016-05-21","Second","OP",1,"R",6,1706,"9:25:00",NA,NA,1,95,NA,15,51,55,"0"
"2016-May","2016-05-21","Second","OP",1,"R",11,2418,"9:25:00",NA,NA,1,200,NA,25,78,115,"0"
"2016-May","2016-05-21","Second","OP",2,"R",8,2093,"9:25:00",NA,NA,1,46,NA,13,38,40,"0"
"2016-May","2016-05-21","Second","OP",2,"R",13,2512,"9:25:00",NA,NA,1,59,NA,15,51,45,"0"
"2016-May","2016-05-21","Second","OP",3,"R",6,1857,"9:25:00",NA,NA,1,233,NA,34,104,120,"0"
"2016-May","2016-05-21","Second","OP",3,"R",11.4,2086,"9:25:00",NA,NA,1,83,NA,17,53,55,"0"
"2016-May","2016-05-21","Second","OP",3,"R",12,1917,"9:25:00",NA,NA,1,160,NA,26,77,100,"0"
"2016-May","2016-05-22","Manley","NR",1,NA,NA,NA,"13:30:00",NA,NA,1,92,NA,NA,NA,45,"0"
"2016-May","2016-05-22","Manley","NR",1,NA,NA,NA,"13:30:00",NA,NA,1,100,NA,NA,NA,60,"0"
"2016-May","2016-05-22","Manley","NR",1,NA,NA,NA,"13:30:00",NA,NA,1,100,NA,NA,NA,68,"0"
"2016-May","2016-05-22","Manley","NR",1,NA,NA,NA,"13:30:00",NA,NA,1,102,NA,NA,NA,70,"0"
"2016-May","2016-05-22","Manley","NR",1,NA,NA,NA,"13:30:00",NA,NA,1,105,NA,NA,NA,50,"0"
"2016-May","2016-05-22","Manley","NR",1,NA,NA,NA,"13:30:00",NA,NA,1,116,NA,NA,NA,78,"0"
"2016-May","2016-05-22","Manley","NR",1,NA,NA,NA,"13:30:00",NA,NA,1,116,NA,NA,NA,85,"0"
"2016-May","2016-05-22","Manley","NR",1,NA,NA,NA,"13:30:00",NA,NA,1,123,NA,NA,NA,87,"0"
"2016-May","2016-05-22","Manley","NR",1,NA,NA,NA,"13:30:00",NA,NA,1,125,NA,NA,NA,95,"0"
"2016-May","2016-05-22","Manley","NR",1,NA,NA,NA,"13:30:00",NA,NA,1,130,NA,NA,NA,105,"0"
"2016-May","2016-05-22","Manley","NR",1,NA,NA,NA,"13:30:00",NA,NA,1,137,NA,NA,NA,88,"0"
"2016-May","2016-05-22","Manley","NR",1,NA,NA,NA,"13:30:00",NA,NA,1,169,NA,NA,NA,100,"0"
"2016-May","2016-05-22","Manley","NR",1,NA,NA,NA,"13:30:00",NA,NA,1,215,NA,NA,NA,110,"0"
"2016-May","2016-05-22","Manley","NR",1,NA,NA,NA,"13:30:00",NA,NA,1,217,NA,NA,NA,175,"0"
"2016-May","2016-05-22","Manley","NR",1,NA,NA,NA,"13:30:00",NA,NA,1,361,NA,NA,NA,150,"0"
"2016-May","2016-05-22","Manley","NR",2,NA,NA,NA,"13:30:00",NA,NA,1,100,NA,NA,NA,85,"0"
"2016-May","2016-05-22","Manley","NR",2,NA,NA,NA,"13:30:00",NA,NA,1,101,NA,NA,NA,45,"0"
"2016-May","2016-05-22","Manley","NR",2,NA,NA,NA,"13:30:00",NA,NA,1,103,NA,NA,NA,70,"0"
"2016-May","2016-05-22","Manley","NR",2,NA,NA,NA,"13:30:00",NA,NA,1,104,NA,NA,NA,40,"0"
"2016-May","2016-05-22","Manley","NR",2,NA,NA,NA,"13:30:00",NA,NA,1,115,NA,NA,NA,75,"0"
"2016-May","2016-05-22","Manley","NR",2,NA,NA,NA,"13:30:00",NA,NA,1,127,NA,NA,NA,110,"0"
"2016-May","2016-05-22","Manley","NR",2,NA,NA,NA,"13:30:00",NA,NA,1,138,NA,NA,NA,85,"0"
"2016-May","2016-05-22","Manley","NR",2,NA,NA,NA,"13:30:00",NA,NA,1,155,NA,NA,NA,85,"0"
"2016-May","2016-05-22","Manley","NR",2,NA,NA,NA,"13:30:00",NA,NA,1,189,NA,NA,NA,115,"0"
"2016-May","2016-05-22","Manley","NR",2,NA,NA,NA,"13:30:00",NA,NA,1,239,NA,NA,NA,115,"0"
"2016-May","2016-05-22","Manley","NR",2,NA,NA,NA,"13:30:00",NA,NA,1,436,NA,NA,NA,50,"L"
"2016-May","2016-05-22","Manley","NR",2,NA,NA,NA,"13:30:00",NA,NA,1,439,NA,NA,NA,80,"0"
"2016-May","2016-05-22","Manley","NR",2,NA,NA,NA,"13:30:00",NA,NA,1,460,NA,NA,NA,175,"L"
"2016-May","2016-05-22","Manley","NR",2,NA,NA,NA,"13:30:00",NA,NA,1,480,NA,NA,NA,110,"L"
"2016-May","2016-05-22","Manley","NR",2,NA,NA,NA,"13:30:00",NA,NA,1,585,NA,NA,NA,250,"L"
"2016-May","2016-05-22","Manley","OP",3,NA,NA,NA,"13:30:00",NA,NA,1,102,NA,NA,NA,91,"0"
"2016-May","2016-05-22","Manley","OP",3,NA,NA,NA,"13:30:00",NA,NA,1,104,NA,NA,NA,89,"0"
"2016-May","2016-05-22","Manley","OP",3,NA,NA,NA,"13:30:00",NA,NA,1,105,NA,NA,NA,45,"0"
"2016-May","2016-05-22","Manley","OP",3,NA,NA,NA,"13:30:00",NA,NA,1,113,NA,NA,NA,67,"0"
"2016-May","2016-05-22","Manley","OP",3,NA,NA,NA,"13:30:00",NA,NA,1,114,NA,NA,NA,72,"0"
"2016-May","2016-05-22","Manley","OP",3,NA,NA,NA,"13:30:00",NA,NA,1,118,NA,NA,NA,86,"0"
"2016-May","2016-05-22","Manley","OP",3,NA,NA,NA,"13:30:00",NA,NA,1,124,NA,NA,NA,91,"0"
"2016-May","2016-05-22","Manley","OP",3,NA,NA,NA,"13:30:00",NA,NA,1,182,NA,NA,NA,89,"0"
"2016-May","2016-05-22","Manley","OP",3,NA,NA,NA,"13:30:00",NA,NA,1,203,NA,NA,NA,164,"0"
"2016-May","2016-05-23","Second","AM",1,NA,NA,NA,"9:25:00",NA,NA,1,37,NA,NA,NA,58,"0"
"2016-May","2016-05-23","Second","AM",1,NA,NA,NA,"9:25:00",NA,NA,1,56,NA,NA,NA,52,"0"
"2016-May","2016-05-23","Second","AM",1,NA,NA,NA,"9:25:00",NA,NA,1,58,NA,NA,NA,72,"0"
"2016-May","2016-05-23","Second","AM",1,NA,NA,NA,"9:25:00",NA,NA,1,64,NA,NA,NA,55,"0"
"2016-May","2016-05-23","Second","AM",1,NA,NA,NA,"9:25:00",NA,NA,1,75,NA,NA,NA,70,"0"
"2016-May","2016-05-23","Second","AM",1,NA,NA,NA,"9:25:00",NA,NA,1,91,NA,NA,NA,85,"0"
"2016-May","2016-05-23","Second","AM",1,NA,NA,NA,"9:25:00",NA,NA,1,96,NA,NA,NA,75,"0"
"2016-May","2016-05-23","Second","AM",1,NA,NA,NA,"9:25:00",NA,NA,1,100,NA,NA,NA,83,"0"
"2016-May","2016-05-23","Second","AM",1,NA,NA,NA,"9:25:00",NA,NA,1,117,NA,NA,NA,85,"0"
"2016-May","2016-05-23","Second","AM",1,NA,NA,NA,"9:25:00",NA,NA,1,140,NA,NA,NA,75,"0"
"2016-May","2016-05-23","Second","AM",1,NA,NA,NA,"9:25:00",NA,NA,1,182,NA,NA,NA,94,"0"
"2016-May","2016-05-23","Second","AM",1,NA,NA,NA,"9:25:00",NA,NA,1,186,NA,NA,NA,140,"0"
"2016-May","2016-05-23","Second","AM",1,NA,NA,NA,"9:25:00",NA,NA,1,190,NA,NA,NA,126,"0"
"2016-May","2016-05-23","Second","AM",1,NA,NA,NA,"9:25:00",NA,NA,1,222,NA,NA,NA,150,"0"
"2016-May","2016-05-23","Second","AM",1,NA,NA,NA,"9:25:00",NA,NA,1,326,NA,NA,NA,300,"0"
"2016-May","2016-05-23","Second","AM",2,NA,NA,NA,"9:25:00",NA,NA,1,36,NA,NA,NA,42,"0"
"2016-May","2016-05-23","Second","AM",2,NA,NA,NA,"9:25:00",NA,NA,1,48,NA,NA,NA,50,"0"
"2016-May","2016-05-23","Second","AM",2,NA,NA,NA,"9:25:00",NA,NA,1,52,NA,NA,NA,65,"0"
"2016-May","2016-05-23","Second","AM",2,NA,NA,NA,"9:25:00",NA,NA,1,71,NA,NA,NA,60,"0"
"2016-May","2016-05-23","Second","AM",2,NA,NA,NA,"9:25:00",NA,NA,1,133,NA,NA,NA,93,"0"
"2016-May","2016-05-23","Second","AM",2,NA,NA,NA,"9:25:00",NA,NA,1,142,NA,NA,NA,100,"0"
"2016-May","2016-05-23","Second","AM",2,NA,NA,NA,"9:25:00",NA,NA,1,164,NA,NA,NA,110,"0"
"2016-May","2016-05-23","Second","AM",2,NA,NA,NA,"9:25:00",NA,NA,1,171,NA,NA,NA,175,"0"
"2016-May","2016-05-23","Second","AM",2,NA,NA,NA,"9:25:00",NA,NA,1,177,NA,NA,NA,140,"0"
"2016-May","2016-05-23","Second","AM",2,NA,NA,NA,"9:25:00",NA,NA,1,181,NA,NA,NA,120,"0"
"2016-May","2016-05-23","Second","AM",3,NA,NA,NA,"9:25:00",NA,NA,1,74,NA,NA,NA,70,"0"
"2016-May","2016-05-23","Second","AM",3,NA,NA,NA,"9:25:00",NA,NA,1,98,NA,NA,NA,70,"0"
"2016-May","2016-05-23","Second","AM",3,NA,NA,NA,"9:25:00",NA,NA,1,123,NA,NA,NA,92,"0"
"2016-May","2016-05-23","Second","AM",3,NA,NA,NA,"9:25:00",NA,NA,1,151,NA,NA,NA,90,"0"
"2016-May","2016-05-23","Second","AM",3,NA,NA,NA,"9:25:00",NA,NA,1,240,NA,NA,NA,210,"0"
"2016-May","2016-05-23","Second","AM",3,NA,NA,NA,"9:25:00",NA,NA,1,243,NA,NA,NA,170,"0"
"2016-May","2016-05-23","Second","AM",3,NA,NA,NA,"9:25:00",NA,NA,1,270,NA,NA,NA,150,"0"
"2016-May","2016-05-23","Second","AM",3,NA,NA,NA,"9:25:00",NA,NA,1,277,NA,NA,NA,220,"0"
"2016-May","2016-05-23","Second","AM",3,NA,NA,NA,"9:25:00",NA,NA,1,298,NA,NA,NA,190,"0"
"2016-May","2016-05-26","Manley","AM",1,"L",3.6,310,"10:35:00",27,NA,2,NA,"y",49.9,124.2,NA,NA
"2016-May","2016-05-26","Manley","AM",1,"L",11.3,1781,"10:35:00",19,NA,2,NA,"y",NA,NA,NA,NA
"2016-May","2016-05-26","Manley","AM",1,"L",12,313,"10:35:00",45,NA,2,NA,"y",56.9,104.6,NA,NA
"2016-May","2016-05-26","Manley","AM",2,"L",3.3,2010,"10:35:00",54,NA,2,NA,"y",75.1,159.3,NA,NA
"2016-May","2016-05-26","Manley","AM",2,"L",12,1734,"10:35:00",34,NA,2,NA,"y",61.7,140.6,NA,NA
"2016-May","2016-05-26","Manley","AM",2,"L",18.3,1867,"10:35:00",23,NA,2,NA,"y",44.6,98.7,NA,NA
"2016-May","2016-05-26","Manley","AM",3,"L",9,1792,"10:35:00",20,NA,2,NA,"y",31.8,71.9,NA,NA
"2016-May","2016-05-26","Manley","AM",3,"L",13,1730,"10:35:00",17,NA,2,NA,"y",20.2,51.6,NA,NA
"2016-May","2016-05-26","Manley","OP",1,"R",3.7,1763,"10:35:00",41,NA,2,NA,"y",52.2,128.8,NA,NA
"2016-May","2016-05-26","Manley","OP",1,"R",7,1939,"10:35:00",32,NA,2,NA,"y",30,79.7,NA,NA
"2016-May","2016-05-26","Manley","OP",1,"R",16.3,1863,"10:35:00",19,NA,2,NA,"y",42.7,92.1,NA,NA
"2016-May","2016-05-26","Manley","OP",2,"R",12,2129,"10:35:00",10,NA,2,NA,"y",19,48.5,NA,NA
"2016-May","2016-05-26","Manley","OP",2,"R",13.2,2038,"10:35:00",43,NA,2,NA,"y",49.9,113.6,NA,NA
"2016-May","2016-05-26","Manley","OP",2,"R",18.6,1793,"10:35:00",16,NA,2,NA,"y",28.8,60.5,NA,NA
"2016-May","2016-05-26","Manley","OP",3,"R",1,2091,"10:35:00",23,NA,2,NA,"y",44,77.6,NA,NA
"2016-May","2016-05-26","Manley","OP",3,"R",8.2,2089,"10:35:00",30,NA,2,NA,"y",28.5,59,NA,NA
"2016-May","2016-05-26","North","AM",1,"L",10,2077,"13:26:00",74,NA,2,NA,"y",NA,NA,NA,NA
"2016-May","2016-05-26","North","AM",2,"L",5.6,1873,"13:26:00",20,NA,2,NA,"y",82,146.6,NA,NA
"2016-May","2016-05-26","North","AM",2,"L",10.7,2107,"13:26:00",10,NA,2,NA,"y",49.5,86.1,NA,NA
"2016-May","2016-05-26","North","AM",2,"L",18,1815,"13:26:00",20,NA,2,NA,"y",60,89.9,NA,NA
"2016-May","2016-05-26","North","AM",3,"L",14.1,2007,"13:26:00",28,NA,2,NA,"y",83.6,139.7,NA,NA
"2016-May","2016-05-26","North","AM",3,"L",16.2,1703,"13:26:00",10,NA,2,NA,"y",64.3,106.6,NA,NA
"2016-May","2016-05-26","North","AM",3,"L",16.2,1743,"13:26:00",20,NA,2,NA,"y",94.5,125.6,NA,NA
"2016-May","2016-05-26","North","NR",2,"R",19.5,1992,"13:26:00",8,NA,2,NA,"y",35.6,57.8,NA,NA
"2016-May","2016-05-26","North","NR",2,"R",20,2059,"13:26:00",9,NA,2,NA,"y",35.7,67.5,NA,NA
"2016-May","2016-05-26","North","NR",3,"L",12.75,1701,"13:26:00",19,NA,2,NA,"y",66.4,107.5,NA,NA
"2016-May","2016-05-26","North","NR",3,"L",14.1,2112,"13:26:00",23,NA,2,NA,"y",62.6,135,NA,NA
"2016-May","2016-05-26","North","NR",3,"R",5.75,2100,"13:26:00",33,NA,2,NA,"y",71,123.5,NA,NA
"2016-May","2016-05-27","North","OP",2,NA,NA,NA,"15:40:00",NA,NA,1,106,NA,NA,NA,74,"0"
"2016-May","2016-05-27","Second","AM",1,"L",7.1,2102,"9:20:00",19,NA,2,NA,"y",87.1,162,NA,NA
"2016-May","2016-05-27","Second","AM",2,"L",8,311,"9:20:00",16,NA,2,NA,"y",66,131.5,NA,NA
"2016-May","2016-05-27","Second","AM",2,"L",8,1838,"9:20:00",21,NA,2,NA,"y",72.2,193.3,NA,NA
"2016-May","2016-05-27","Second","AM",2,"L",14,1716,"9:20:00",20,NA,2,NA,"y",70.7,135.1,NA,NA
"2016-May","2016-05-27","Second","AM",3,"L",0,1936,"9:20:00",55,NA,2,NA,"y",112.3,198.5,NA,NA
"2016-May","2016-05-27","Second","AM",3,"L",4.6,2034,"9:20:00",49,NA,2,NA,"y",NA,254.5,NA,NA
"2016-May","2016-05-27","Second","AM",3,"R",8.3,317,"9:20:00",28,NA,2,NA,"y",82,149.6,NA,NA
"2016-May","2016-05-27","Second","OP",1,"R",0,1822,"9:20:00",17,NA,2,NA,"y",41.3,76.8,NA,NA
"2016-May","2016-05-27","Second","OP",1,"R",6,1706,"9:20:00",17,NA,2,NA,"y",49,92.5,NA,NA
"2016-May","2016-05-27","Second","OP",1,"R",11,2418,"9:20:00",38,NA,2,NA,"y",84.5,140.6,NA,NA
"2016-May","2016-05-27","Second","OP",2,"R",8,2093,"9:20:00",11,NA,2,NA,"y",41.4,69.6,NA,NA
"2016-May","2016-05-27","Second","OP",2,"R",13,2512,"9:20:00",12,NA,2,NA,"y",41.5,77.5,NA,NA
"2016-May","2016-05-27","Second","OP",3,"R",6,1857,"9:20:00",38,NA,2,NA,"y",105.2,180,NA,NA
"2016-May","2016-05-27","Second","OP",3,"R",11.4,2086,"9:20:00",10,NA,2,NA,"y",53.5,94,NA,NA
"2016-May","2016-05-27","Second","OP",3,"R",12,1917,"9:20:00",30,NA,2,NA,"y",74,132.3,NA,NA
"2016-May","2016-06-09","North","AM",1,"L",10,2077,"13:30:00",66,NA,3,NA,"y",NA,NA,NA,NA
