period,date,site,diver,transect,side,dist,Sbulb_max,comments
2024-Jul,2024-07-24,Ratatouille,AS,1,R,5,20,
2024-Jul,2024-07-24,Ratatouille,AS,1,L,5,44,
2024-Jul,2024-07-24,Ratatouille,AS,1,L,8,18,
2024-Jul,2024-07-24,Ratatouille,AS,1,R,10,9,
2024-Jul,2024-07-24,Ratatouille,AS,1,R,12,21,
2024-Jul,2024-07-24,Ratatouille,AS,1,L,15,49,
2024-Jul,2024-07-24,Ratatouille,DCO,2,R,2,26,
2024-Jul,2024-07-24,Ratatouille,DCO,2,R,2,15,
2024-Jul,2024-07-24,Ratatouille,DCO,2,L,4,14,
2024-Jul,2024-07-24,Ratatouille,DCO,2,L,4,16,
2024-Jul,2024-07-24,Ratatouille,DCO,2,R,6,21,
2024-Jul,2024-07-24,Ratatouille,DCO,2,R,7,16,
2024-Jul,2024-07-24,Ratatouille,DCO,2,L,10,53,
2024-Jul,2024-07-24,Ratatouille,DCO,2,L,9,50,
2024-Jul,2024-07-24,Ratatouille,DCO,2,R,12,12,
2024-Jul,2024-07-24,Ratatouille,DCO,2,R,13,9,
2024-Jul,2024-07-24,Ratatouille,OP,3,L,0,15,
2024-Jul,2024-07-24,Ratatouille,OP,3,L,3,26,
2024-Jul,2024-07-24,Ratatouille,OP,3,L,3,23,
2024-Jul,2024-07-24,Ratatouille,OP,3,R,6,32,
2024-Jul,2024-07-24,Ratatouille,OP,3,R,6,19,
2024-Jul,2024-07-24,Ratatouille,OP,3,L,10,25,
2024-Jul,2024-07-24,Ratatouille,OP,3,L,10,18,
2024-Jul,2024-07-24,Ratatouille,OP,3,L,10,18,
2024-Jul,2024-07-24,Ratatouille,OP,3,L,16,24,
2024-Jul,2024-07-24,Ratatouille,OP,3,R,20,58,
2024-Jul,2024-07-23,Breaker,AS,1,R,28,14,
2024-Jul,2024-07-23,Breaker,AS,1,L,27,2,
2024-Jul,2024-07-23,Breaker,AS,1,R,26,2,
2024-Jul,2024-07-23,Breaker,AS,1,R,25,12,
2024-Jul,2024-07-23,Breaker,AS,1,R,25,11,
2024-Jul,2024-07-23,Breaker,AS,1,R,25,36,
2024-Jul,2024-07-23,Breaker,AS,1,L,24,13,
2024-Jul,2024-07-23,Breaker,AS,1,L,23,11,
2024-Jul,2024-07-23,Breaker,AS,1,R,8,50,
2024-Jul,2024-07-23,Breaker,AS,1,R,2,40,
2024-Jul,2024-07-23,Breaker,OP,3,L,20,40,
2024-Jul,2024-07-23,Breaker,OP,3,L,20,46,
2024-Jul,2024-07-23,Breaker,OP,3,L,20,29,
2024-Jul,2024-07-23,Breaker,OP,3,R,16,44,
2024-Jul,2024-07-23,Breaker,OP,3,R,16,40,
2024-Jul,2024-07-23,Breaker,OP,3,R,13,40,
2024-Jul,2024-07-23,Breaker,OP,3,R,13,45,
2024-Jul,2024-07-23,Breaker,OP,3,R,13,22,
2024-Jul,2024-07-23,Breaker,OP,3,L,4,49,
2024-Jul,2024-07-23,Breaker,OP,3,L,4,65,
2024-Jul,2024-07-23,Breaker,DCO,2,R,29,46,
2024-Jul,2024-07-23,Breaker,DCO,2,R,30,47,
2024-Jul,2024-07-23,Breaker,DCO,2,L,26,41,
2024-Jul,2024-07-23,Breaker,DCO,2,L,27,16,
2024-Jul,2024-07-23,Breaker,DCO,2,L,24,31,
2024-Jul,2024-07-23,Breaker,DCO,2,L,25,36,
2024-Jul,2024-07-23,Breaker,DCO,2,L,20,38,
2024-Jul,2024-07-23,Breaker,DCO,2,L,17,53,
2024-Jul,2024-07-23,Breaker,DCO,2,R,10,46,
2024-Jul,2024-07-23,Breaker,DCO,2,R,8,30,
2025-Apr,2025-04-04,Owen,DCO,5,R,10,11,Barren_west
2025-Apr,2025-04-04,Owen,DCO,5,R,10,10,Barren_west
2025-Apr,2025-04-04,Owen,DCO,5,R,11,10,Barren_west
2025-Apr,2025-04-04,Owen,DCO,5,R,11,13,Barren_west
2025-Apr,2025-04-04,Owen,DCO,5,R,12,15,Barren_west
2025-Apr,2025-04-04,Owen,DCO,5,L,12,15,Barren_west
2025-Apr,2025-04-04,Owen,DCO,5,L,3,8,Barren_west
2025-Apr,2025-04-04,Owen,DCO,5,L,2,11,Barren_west
2025-Apr,2025-04-04,Owen,DCO,5,L,2,11,Barren_west
2025-Apr,2025-04-04,Owen,DCO,5,L,2,12,Barren_west
2025-Apr,2025-04-04,Owen,DCO,2,L,8,15,Kelp_west
2025-Apr,2025-04-04,Owen,DCO,2,L,10,13,Kelp_west
2025-Apr,2025-04-04,Owen,DCO,2,L,10,12,Kelp_west
2025-Apr,2025-04-04,Owen,DCO,2,L,11,11,Kelp_west
2025-Apr,2025-04-04,Owen,DCO,2,L,12,7,Kelp_west
2025-Apr,2025-04-04,Owen,DCO,2,R,15,15,Kelp_west
2025-Apr,2025-04-04,Owen,DCO,2,R,15,15,Kelp_west
2025-Apr,2025-04-04,Owen,DCO,2,R,16,10,Kelp_west
2025-Apr,2025-04-04,Owen,DCO,2,R,17,11,Kelp_west
2025-Apr,2025-04-04,Owen,DCO,2,R,17,11,Kelp_west
2025-Apr,2025-04-04,Owen,DCO,4,L,1,12,Barren_east
2025-Apr,2025-04-04,Owen,DCO,4,L,1,10,Barren_east
2025-Apr,2025-04-04,Owen,DCO,4,L,1,11,Barren_east
2025-Apr,2025-04-04,Owen,DCO,4,L,1,11,Barren_east
2025-Apr,2025-04-04,Owen,DCO,4,L,1,11,Barren_east
2025-Apr,2025-04-04,Owen,DCO,4,L,2,9,Barren_east
2025-Apr,2025-04-04,Owen,DCO,4,L,2,15,Barren_east
2025-Apr,2025-04-04,Owen,DCO,4,L,2,14,Barren_east
2025-Apr,2025-04-04,Owen,DCO,4,L,2,10,Barren_east
2025-Apr,2025-04-04,Owen,DCO,4,L,2,12,Barren_east
2025-Jul,2025-07-07,McMullins_west,DVM,1,na,29,29,
2025-Jul,2025-07-07,McMullins_west,DVM,1,na,24,15,
2025-Jul,2025-07-07,McMullins_west,DVM,1,na,21,32,
2025-Jul,2025-07-07,McMullins_west,DVM,1,na,16,19,
2025-Jul,2025-07-07,McMullins_west,DVM,1,na,15,21,
2025-Jul,2025-07-07,McMullins_west,DVM,1,na,13,46,
2025-Jul,2025-07-07,McMullins_west,DVM,1,na,7,46,
2025-Jul,2025-07-07,McMullins_west,DVM,1,na,4,28,
2025-Jul,2025-07-07,McMullins_west,AS,2,na,1,48,
2025-Jul,2025-07-07,McMullins_west,AS,2,na,8,27,
2025-Jul,2025-07-07,McMullins_west,AS,2,na,11,31,
2025-Jul,2025-07-07,McMullins_west,AS,2,na,12,60,
2025-Jul,2025-07-07,McMullins_west,AS,2,na,16,27,
2025-Jul,2025-07-07,McMullins_west,AS,2,na,19,48,
2025-Jul,2025-07-07,McMullins_west,AS,2,na,24,21,
2025-Jul,2025-07-07,McMullins_west,AS,2,na,30,29,
2025-Jul,2025-07-07,McMullins_west,LL,3,na,30,38,
2025-Jul,2025-07-07,McMullins_west,LL,3,na,30,59,
2025-Jul,2025-07-07,McMullins_west,LL,3,na,29,47,
2025-Jul,2025-07-07,McMullins_west,LL,3,na,29,26,
2025-Jul,2025-07-07,McMullins_west,LL,3,na,26,37,
2025-Jul,2025-07-07,McMullins_west,LL,3,na,26,22,
2025-Jul,2025-07-07,McMullins_west,LL,3,na,24,6,
2025-Jul,2025-07-07,McMullins_west,LL,3,na,24,29,
2025-Jul,2025-07-05,Robert_rocks,OP,3,R,8,27,
2025-Jul,2025-07-05,Robert_rocks,OP,3,R,9,42,
2025-Jul,2025-07-05,Robert_rocks,OP,3,R,9.5,14,
2025-Jul,2025-07-05,Robert_rocks,OP,3,R,10,29,
2025-Jul,2025-07-05,Robert_rocks,OP,3,R,12,49,
2025-Jul,2025-07-05,Robert_rocks,OP,3,R,12,55,
2025-Jul,2025-07-05,Robert_rocks,OP,3,R,12,62,
2025-Jul,2025-07-05,Robert_rocks,OP,3,R,14,25,
2025-Jul,2025-07-05,Robert_rocks,OP,3,R,16,58,
2025-Jul,2025-07-05,Robert_rocks,OP,3,R,28,26,
2025-Jul,2025-07-05,Robert_rocks,AS,2,L,28,23,
2025-Jul,2025-07-05,Robert_rocks,AS,2,L,26,29,
2025-Jul,2025-07-05,Robert_rocks,AS,2,R,24,31,
2025-Jul,2025-07-05,Robert_rocks,AS,2,L,24,27,
2025-Jul,2025-07-05,Robert_rocks,AS,2,R,20,72,
2025-Jul,2025-07-05,Robert_rocks,AS,2,L,7,26,
2025-Jul,2025-07-05,Robert_rocks,AS,2,R,7,16,
2025-Jul,2025-07-05,Robert_rocks,AS,2,R,6,43,
2025-Jul,2025-07-05,Robert_rocks,AS,2,R,5,26,
2025-Jul,2025-07-05,Robert_rocks,AS,2,L,1,33,
2025-Jul,2025-07-05,Robert_rocks,DCO,1,L,1,30,
2025-Jul,2025-07-05,Robert_rocks,DCO,1,R,2,34,
2025-Jul,2025-07-05,Robert_rocks,DCO,1,R,2,29,
2025-Jul,2025-07-05,Robert_rocks,DCO,1,R,3,31,
2025-Jul,2025-07-05,Robert_rocks,DCO,1,L,8,13,
2025-Jul,2025-07-05,Robert_rocks,DCO,1,L,20,24,
2025-Jul,2025-07-05,Robert_rocks,DCO,1,R,20,37,
2025-Jul,2025-07-05,Robert_rocks,DCO,1,L,22,40,
2025-Jul,2025-07-05,Robert_rocks,DCO,1,R,24,43,
2025-Jul,2025-07-05,Robert_rocks,DCO,1,R,25,21,
2025-Jul,2025-07-05,Granville,DCO,,R,23,47,
2025-Jul,2025-07-05,Granville,DCO,,L,22,15,
2025-Jul,2025-07-05,Granville,DCO,,R,22,3,
2025-Jul,2025-07-05,Granville,DCO,,L,21,11,
2025-Jul,2025-07-05,Granville,DCO,,L,5,13,
2025-Jul,2025-07-05,Granville,DCO,,R,5,27,
2025-Jul,2025-07-05,Granville,DCO,,L,4,23,
2025-Jul,2025-07-05,Granville,DCO,,R,3,32,
2025-Jul,2025-07-05,Granville,DCO,,R,14,39,
2025-Jul,2025-07-05,Granville,DCO,,R,15,21,
2025-Jul,2025-07-05,Granville,AS,2,L,29,7,
2025-Jul,2025-07-05,Granville,AS,2,L,28,9,
2025-Jul,2025-07-05,Granville,AS,2,R,23,28,
2025-Jul,2025-07-05,Granville,AS,2,L,21,7,
2025-Jul,2025-07-05,Granville,AS,2,L,20,24,
2025-Jul,2025-07-05,Granville,AS,2,L,18,16,
2025-Jul,2025-07-05,Granville,AS,2,R,15,36,
2025-Jul,2025-07-05,Granville,AS,2,R,12,7,
2025-Jul,2025-07-05,Granville,AS,2,R,8,9,
2025-Jul,2025-07-05,Granville,AS,2,L,4,45,
2025-Jul,2025-07-05,Granville,OP,3,R,28,31,
2025-Jul,2025-07-05,Granville,OP,3,R,28,21,
2025-Jul,2025-07-05,Granville,OP,3,R,24,19,
2025-Jul,2025-07-05,Granville,OP,3,R,20,11,
2025-Jul,2025-07-05,Granville,OP,3,R,18,31,
2025-Jul,2025-07-05,Granville,OP,3,R,16,10,
2025-Jul,2025-07-05,Granville,OP,3,R,16,18,
2025-Jul,2025-07-05,Granville,OP,3,R,16,39,
2025-Jul,2025-07-05,Granville,OP,3,R,16,47,
2025-Jul,2025-07-05,Granville,OP,3,R,16,33,
2025-Jul,2025-07-08,Turf,LL,2,L,0,2,
2025-Jul,2025-07-08,Turf,LL,2,L,0,14,
2025-Jul,2025-07-08,Turf,LL,2,L,0,15,
2025-Jul,2025-07-08,Turf,LL,2,L,2,5,
2025-Jul,2025-07-08,Turf,LL,2,L,2,7,
2025-Jul,2025-07-08,Turf,LL,2,L,5,8,
2025-Jul,2025-07-08,Turf,LL,2,L,5,9,
2025-Jul,2025-07-08,Turf,LL,2,R,5,16,
2025-Jul,2025-07-08,Turf,LL,2,L,7,2,
2025-Jul,2025-07-08,Turf,LL,2,L,7,6,
2025-Jul,2025-07-08,Turf,OP,3,R,29,14,
2025-Jul,2025-07-08,Turf,OP,3,R,28,5,
2025-Jul,2025-07-08,Turf,OP,3,R,24,21,
2025-Jul,2025-07-08,Turf,OP,3,R,24,21,
2025-Jul,2025-07-08,Turf,OP,3,R,24,17,
2025-Jul,2025-07-08,Turf,OP,3,R,24,20,
2025-Jul,2025-07-08,Turf,OP,3,R,12,7,
2025-Jul,2025-07-08,Turf,OP,3,L,13,24,
2025-Jul,2025-07-08,Turf,OP,3,L,13,24,
2025-Jul,2025-07-08,Turf,DCO,1,R,1,14,
2025-Jul,2025-07-08,Turf,DCO,1,R,1,15,
2025-Jul,2025-07-08,Turf,DCO,1,R,2,29,
2025-Jul,2025-07-08,Turf,DCO,1,L,1,16,
2025-Jul,2025-07-08,Turf,DCO,1,L,2,12,
2025-Jul,2025-07-08,Turf,DCO,1,L,6,30,
2025-Jul,2025-07-08,Turf,DCO,1,R,6,31,
2025-Jul,2025-07-08,Turf,DCO,1,R,6,24,
2025-Jul,2025-07-08,Turf,DCO,1,R,12,21,
2025-Jul,2025-07-08,Turf,DCO,1,L,12,16,
2025-Jul,2025-07-13,Manley,LL,2,R,17,14,
2025-Jul,2025-07-13,Manley,LL,2,R,20,5,
2025-Jul,2025-07-13,Manley,LL,2,R,20,6,
2025-Jul,2025-07-13,Manley,LL,2,R,20,25,
2025-Jul,2025-07-13,Manley,DCO,1,R,2,3,
2025-Jul,2025-07-13,Manley,DCO,1,L,0,4,
2025-Jul,2025-07-13,Manley,DVM,3,L,13,18,
2025-Jul,2025-07-13,Manley,DVM,3,L,17,6,
2025-Jul,2025-07-13,Manley,DVM,3,L,17,30,
2025-Jul,2025-07-13,Manley,DVM,3,L,17,35,
2025-Jul,2025-07-13,Manley,DVM,3,L,18,7,
2025-Jul,2025-07-13,Manley,DVM,3,R,18,30,
2025-Jul,2025-07-13,Manley,DVM,3,R,20,30,
2025-Jul,2025-07-13,Manley,DVM,3,R,20,27,
2025-Jul,2025-07-13,Manley,DVM,3,R,21,18,
2025-Jul,2025-07-13,Manley,DVM,3,R,23,21,
2025-Jul,2025-07-13,Triquetta,AS,1,na,1,37,
2025-Jul,2025-07-13,Triquetta,AS,1,na,1,42,
2025-Jul,2025-07-13,Triquetta,AS,1,na,2,7,
2025-Jul,2025-07-13,Triquetta,AS,1,na,3,27,
2025-Jul,2025-07-13,Triquetta,AS,1,na,4,16,
2025-Jul,2025-07-13,Triquetta,AS,1,na,5,27,
2025-Jul,2025-07-13,Triquetta,AS,1,na,7,18,
2025-Jul,2025-07-13,Triquetta,AS,1,na,8,30,
2025-Jul,2025-07-13,Triquetta,LL,2,na,0,6,
2025-Jul,2025-07-13,Triquetta,LL,2,na,0.5,41,
2025-Jul,2025-07-13,Triquetta,LL,2,na,0.5,40,
2025-Jul,2025-07-13,Triquetta,LL,2,na,1,6,
2025-Jul,2025-07-13,Triquetta,LL,2,na,1,23,
2025-Jul,2025-07-13,Triquetta,LL,2,na,1,24,
2025-Jul,2025-07-13,Triquetta,LL,2,na,1,32,
2025-Jul,2025-07-13,Triquetta,LL,2,na,1.5,33,
2025-Jul,2025-07-13,Triquetta,LL,2,na,1.5,20,
2025-Jul,2025-07-13,Triquetta,LL,2,na,1.5,28,
2025-Jul,2025-07-13,Triquetta,LL,2,na,2,4,
2025-Jul,2025-07-13,Triquetta,LL,2,na,2,2,
2025-Jul,2025-07-13,Triquetta,LL,2,na,2,22,
2025-Jul,2025-07-13,Triquetta,DCO,3,R,4,27,
2025-Jul,2025-07-13,Triquetta,DCO,3,R,4,7,
2025-Jul,2025-07-13,Triquetta,DCO,3,L,5,6,
2025-Jul,2025-07-13,Triquetta,DCO,3,R,5,14,
2025-Jul,2025-07-13,Triquetta,DCO,3,L,8,28,
2025-Jul,2025-07-13,Triquetta,DCO,3,L,8,47,
2025-Jul,2025-07-13,Triquetta,DCO,3,L,11,13,
2025-Jul,2025-07-13,Triquetta,DCO,3,L,11,16,
2025-Jul,2025-07-13,Triquetta,DCO,3,R,10,45,
2025-Jul,2025-07-13,Triquetta,DCO,3,L,15,19,
2025-Jul,2025-07-13,Triquetta,DCO,3,L,15,35,
2025-Jul,2025-07-13,Triquetta,DCO,3,R,16,8,
2025-Jul,2025-07-15,North,LL,2,L,11,22,
2025-Jul,2025-07-15,North,LL,2,L,11.5,4,
2025-Jul,2025-07-15,North,LL,2,L,12,17,
2025-Jul,2025-07-15,North,LL,2,L,12,18,
2025-Jul,2025-07-15,North,LL,2,L,14,31,
2025-Jul,2025-07-15,North,LL,2,R,13,10,
2025-Jul,2025-07-15,North,LL,2,R,13,8,
2025-Jul,2025-07-15,North,LL,2,L,15,11,
2025-Jul,2025-07-15,North,LL,2,R,15,38,
2025-Jul,2025-07-15,North,LL,2,R,15,55,
2025-Jul,2025-07-15,Ratatouille,AS,1,R,28,14,
2025-Jul,2025-07-15,Ratatouille,AS,1,R,27,15,
2025-Jul,2025-07-15,Ratatouille,AS,1,R,26,18,
2025-Jul,2025-07-15,Ratatouille,AS,1,R,10,29,
2025-Jul,2025-07-15,Ratatouille,AS,1,L,9,7,
2025-Jul,2025-07-15,Ratatouille,AS,1,R,8,9,
2025-Jul,2025-07-15,Ratatouille,AS,1,R,5,36,
2025-Jul,2025-07-15,Ratatouille,AS,1,R,2,8,
2025-Jul,2025-07-15,Ratatouille,AS,1,R,1,9,
2025-Jul,2025-07-15,Ratatouille,AS,1,R,1,20,
2025-Jul,2025-07-15,North,AS,3,L,30,11,
2025-Jul,2025-07-15,North,AS,3,L,28,25,
2025-Jul,2025-07-15,North,AS,3,R,16,13,
2025-Jul,2025-07-15,North,AS,3,R,13,10,
2025-Jul,2025-07-15,North,AS,3,R,14,38,
2025-Jul,2025-07-15,North,AS,3,R,13,16,
2025-Jul,2025-07-15,North,AS,3,R,6,26,
2025-Jul,2025-07-15,North,AS,3,R,5,9,
2025-Jul,2025-07-15,North,AS,3,R,4,9,
2025-Jul,2025-07-15,North,AS,3,L,4,11,
2025-Jul,2025-07-15,Ratatouille,LL,2,L,0,32,
2025-Jul,2025-07-15,Ratatouille,LL,2,L,0,22,
2025-Jul,2025-07-15,Ratatouille,LL,2,L,0,22,
2025-Jul,2025-07-15,Ratatouille,LL,2,L,0,29,
2025-Jul,2025-07-15,Ratatouille,LL,2,L,0,36,
2025-Jul,2025-07-15,Ratatouille,LL,2,L,0,25,
2025-Jul,2025-07-15,Ratatouille,LL,2,R,0,21,
2025-Jul,2025-07-15,Ratatouille,LL,2,R,0,30,
2025-Jul,2025-07-15,Ratatouille,LL,2,R,0,32,
2025-Jul,2025-07-15,Ratatouille,LL,2,R,0,30,
2025-Jul,2025-07-15,North,OP,1,R,20,12,
2025-Jul,2025-07-15,North,OP,1,R,20,19,
2025-Jul,2025-07-15,North,OP,1,R,20,17,
2025-Jul,2025-07-15,North,OP,1,R,18,30,
2025-Jul,2025-07-15,North,OP,1,R,18,43,
2025-Jul,2025-07-15,North,OP,1,L,16,38,
2025-Jul,2025-07-15,North,OP,1,L,16,24,
2025-Jul,2025-07-15,North,OP,1,L,14,4,
2025-Jul,2025-07-15,North,OP,1,L,16,4,
2025-Jul,2025-07-15,North,OP,1,L,14,24,
2025-Jul,2025-07-15,Ratatouille,OP,3,L,0,26,
2025-Jul,2025-07-15,Ratatouille,OP,3,L,1,30,
2025-Jul,2025-07-15,Ratatouille,OP,3,L,1,30,
2025-Jul,2025-07-15,Ratatouille,OP,3,L,1,54,
2025-Jul,2025-07-15,Ratatouille,OP,3,L,10,52,
2025-Jul,2025-07-15,Ratatouille,OP,3,L,10,40,
2025-Jul,2025-07-15,Ratatouille,OP,3,L,11,28,
2025-Jul,2025-07-15,Ratatouille,OP,3,L,12,18,
2025-Jul,2025-07-15,Ratatouille,OP,3,L,13,20,
2025-Jul,2025-07-15,Ratatouille,OP,3,L,18,25,
2025-Jul,2025-07-17,Breaker,OP,1,R,1,32,
2025-Jul,2025-07-17,Breaker,OP,1,R,2,35,
2025-Jul,2025-07-17,Breaker,OP,1,R,2,51,
2025-Jul,2025-07-17,Breaker,OP,1,L,3,48,
2025-Jul,2025-07-17,Breaker,OP,1,L,3,38,
2025-Jul,2025-07-17,Breaker,OP,1,L,5,22,
2025-Jul,2025-07-17,Breaker,OP,1,L,7,32,
2025-Jul,2025-07-17,Breaker,OP,1,R,7,23,
2025-Jul,2025-07-17,Breaker,OP,1,R,8,37,
2025-Jul,2025-07-17,Breaker,OP,1,R,12,47,
2025-Jul,2025-07-17,Breaker,DVM,3,R,0,35,
2025-Jul,2025-07-17,Breaker,DVM,3,R,1,22,
2025-Jul,2025-07-17,Breaker,DVM,3,R,1.5,50,
2025-Jul,2025-07-17,Breaker,DVM,3,R,3,25,
2025-Jul,2025-07-17,Breaker,DVM,3,R,4,32,
2025-Jul,2025-07-17,Breaker,DVM,3,R,5,22,
2025-Jul,2025-07-17,Breaker,DVM,3,L,10,32,
2025-Jul,2025-07-17,Breaker,DVM,3,L,12,44,
2025-Jul,2025-07-17,Breaker,DVM,3,L,13,43,
2025-Jul,2025-07-17,Breaker,DVM,3,L,15,33,
2025-Jul,2025-07-17,Breaker,DCO,2,L,10,34,
2025-Jul,2025-07-17,Breaker,DCO,2,L,10,35,
2025-Jul,2025-07-17,Breaker,DCO,2,R,10,36,
2025-Jul,2025-07-17,Breaker,DCO,2,R,10,32,
2025-Jul,2025-07-17,Breaker,DCO,2,R,20,41,
2025-Jul,2025-07-17,Breaker,DCO,2,R,20,55,
2025-Jul,2025-07-17,Breaker,DCO,2,L,20,30,
2025-Jul,2025-07-17,Breaker,DCO,2,L,20,35,
2025-Jul,2025-07-17,Breaker,DCO,2,R,19,37,
2025-Jul,2025-07-17,Breaker,DCO,2,R,19,35,
2025-Jul,2025-07-18,Second,DVM,1,R,0,6,
2025-Jul,2025-07-18,Second,DVM,1,R,0,10,
2025-Jul,2025-07-18,Second,DVM,1,R,0,44,
2025-Jul,2025-07-18,Second,DVM,1,R,5,16,
2025-Jul,2025-07-18,Second,DVM,1,R,6,10,
2025-Jul,2025-07-18,Second,DVM,1,R,6.5,46,
2025-Jul,2025-07-18,Second,DVM,1,L,9,20,
2025-Jul,2025-07-18,Second,DVM,1,L,12,39,
2025-Jul,2025-07-18,Second,DVM,1,L,11,18,
2025-Jul,2025-07-18,Second,DVM,1,L,10,16,
2025-Jul,2025-07-18,Second,LL,2,L,30,30,
2025-Jul,2025-07-18,Second,LL,2,L,29,21,
2025-Jul,2025-07-18,Second,LL,2,R,29,15,
2025-Jul,2025-07-18,Second,LL,2,L,29,20,
2025-Jul,2025-07-18,Second,LL,2,L,30,34,
2025-Jul,2025-07-18,Second,LL,2,R,24,11,
2025-Jul,2025-07-18,Second,LL,2,R,24,43,
2025-Jul,2025-07-18,Second,LL,2,R,24,14,
2025-Jul,2025-07-18,Second,LL,2,R,24,38,
2025-Jul,2025-07-18,Second,LL,2,R,24,47,
2025-Jul,2025-07-18,Second,OP,3,R,0,44,
2025-Jul,2025-07-18,Second,OP,3,L,1,35,
2025-Jul,2025-07-18,Second,OP,3,R,2,7,
2025-Jul,2025-07-18,Second,OP,3,R,2,13,
2025-Jul,2025-07-18,Second,OP,3,R,10,34,
2025-Jul,2025-07-18,Second,OP,3,R,10,11,
2025-Jul,2025-07-18,Second,OP,3,L,10,11,
2025-Jul,2025-07-18,Second,OP,3,R,12,25,
2025-Jul,2025-07-18,Second,OP,3,R,12,20,
2025-Jul,2025-07-18,Second,OP,3,L,15,27,
2025-Jul,2025-07-24,Owen,OP,2,R,0,34,
2025-Jul,2025-07-24,Owen,OP,2,R,0,22,
2025-Jul,2025-07-24,Owen,OP,2,L,1,33,
2025-Jul,2025-07-24,Owen,OP,2,R,8,31,
2025-Jul,2025-07-24,Owen,OP,2,R,10,21,
2025-Jul,2025-07-24,Owen,OP,2,R,10,16,
2025-Jul,2025-07-24,Owen,OP,2,L,12,36,
2025-Jul,2025-07-24,Owen,OP,2,L,12,33,
2025-Jul,2025-07-24,Owen,OP,2,L,20,32,
2025-Jul,2025-07-24,Owen,OP,2,L,20,21,
2025-Jul,2025-07-24,Owen,OP,5,na,na,26,
2025-Jul,2025-07-24,Owen,OP,5,na,na,30,
2025-Jul,2025-07-24,Owen,OP,5,na,na,36,
2025-Jul,2025-07-24,Owen,OP,5,na,na,41,
2025-Jul,2025-07-24,Owen,OP,5,na,na,40,
2025-Jul,2025-07-24,Owen,OP,5,na,na,40,
2025-Jul,2025-07-24,Owen,OP,5,na,na,37,
2025-Jul,2025-07-24,Owen,OP,5,na,na,27,
2025-Jul,2025-07-24,Owen,OP,5,na,na,40,
2025-Jul,2025-07-24,Owen,OP,5,na,na,44,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,35,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,35,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,34,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,33,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,36,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,34,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,32,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,26,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,42,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,42,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,33,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,26,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,31,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,25,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,33,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,29,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,40,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,39,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,40,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,23,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,41,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,32,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,30,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,31,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,36,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,36,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,36,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,31,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,28,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,39,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,29,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,29,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,49,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,37,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,38,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,34,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,31,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,30,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,34,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,44,
2025-Oct,2025-10-20,Owen,DCO,na,na,na,30,
2026-Jan,2026-01-13,Owen,DCO,1,L,24,12,
2026-Jan,2026-01-13,Owen,DCO,1,L,23,9,
2026-Jan,2026-01-13,Owen,DCO,1,L,22,16,
2026-Jan,2026-01-13,Owen,DCO,1,L,22,24,
2026-Jan,2026-01-13,Owen,DCO,1,L,18,10,
2026-Jan,2026-01-13,Owen,DCO,1,L,18,16,
2026-Jan,2026-01-13,Owen,DCO,1,R,18,7,
2026-Jan,2026-01-13,Owen,DCO,1,R,8,9,
2026-Jan,2026-01-13,Owen,DCO,1,R,7,9,
2026-Jan,2026-01-13,Owen,DCO,1,R,7,10,
2026-Jan,2026-01-13,Owen,DCO,2,R,24,30,
