"period","site","diver","transect","side","dist","date","tag","Sbulb_max","data_source"
"2021-Jul","Breaker","MA",2,"L",18.5,"2021-07-08",NA,30,"nereo_metricsT1"
"2021-Jul","Breaker","MA",2,"R",17.5,"2021-07-08",NA,31,"nereo_metricsT1"
"2021-Jul","Breaker","MA",2,"L",17,"2021-07-08",NA,45,"nereo_metricsT1"
"2021-Jul","Breaker","MA",2,"L",16,"2021-07-08",NA,32,"nereo_metricsT1"
"2021-Jul","Breaker","MA",2,"L",15.5,"2021-07-08",NA,32,"nereo_metricsT1"
"2021-Jul","Breaker","MA",2,"L",15,"2021-07-08",NA,31,"nereo_metricsT1"
"2021-Jul","Breaker","MA",2,"L",14.5,"2021-07-08",NA,42,"nereo_metricsT1"
"2021-Jul","Breaker","MA",2,"R",12,"2021-07-08",NA,34,"nereo_metricsT1"
"2021-Jul","Breaker","MA",2,"L",11,"2021-07-08",NA,15,"nereo_metricsT1"
"2021-Jul","Breaker","MA",2,"R",9,"2021-07-08",NA,27,"nereo_metricsT1"
"2021-Jul","Breaker","MA",2,"R",8.5,"2021-07-08",NA,41,"nereo_metricsT1"
"2021-Jul","Breaker","MA",2,"R",2,"2021-07-08",NA,22,"nereo_metricsT1"
"2021-Jul","Breaker","MA",2,"L",0,"2021-07-08",NA,46,"nereo_metricsT1"
"2021-Jul","Breaker","KH",3,"R",1,"2021-07-08",NA,29,"nereo_size"
"2021-Jul","Breaker","KH",3,"L",7,"2021-07-08",NA,37,"nereo_size"
"2021-Jul","Breaker","KH",3,"L",19,"2021-07-08",NA,54,"nereo_size"
"2021-Jul","Breaker","DVM",2,"R",1,"2021-07-08",NA,40,"nereo_size"
"2021-Jul","Breaker","DVM",2,"R",3,"2021-07-08",NA,20,"nereo_size"
"2021-Jul","Breaker","DVM",2,"R",5,"2021-07-08",NA,43,"nereo_size"
"2021-Jul","Breaker","DVM",2,"R",15,"2021-07-08",NA,32,"nereo_size"
"2021-Jul","Breaker","DVM",2,"L",19.5,"2021-07-08",NA,33,"nereo_size"
"2021-Jul","Breaker","ZM",1,"L",0.5,"2021-07-08",NA,25,"nereo_size"
"2021-Jul","Breaker","ZM",1,"R",4.5,"2021-07-08",NA,43,"nereo_size"
"2021-Jul","Breaker","ZM",1,"R",13,"2021-07-08",NA,41,"nereo_size"
"2021-Jul","Breaker","ZM",1,"R",17.5,"2021-07-08",NA,30,"nereo_size"
"2021-Jul","Breaker","OP",3,"L",20,"2021-07-19",NA,36,"nereo_metricsT1"
"2021-Jul","Breaker","OP",3,"R",20,"2021-07-19",NA,46,"nereo_metricsT1"
"2021-Jul","Breaker","OP",3,"R",17,"2021-07-19",NA,21,"nereo_metricsT1"
"2021-Jul","Breaker","OP",3,"L",17,"2021-07-19",NA,41,"nereo_metricsT1"
"2021-Jul","Breaker","OP",3,"R",17,"2021-07-19",NA,36,"nereo_metricsT1"
"2021-Jul","Breaker","OP",3,"R",17,"2021-07-19",NA,49,"nereo_metricsT1"
"2021-Jul","Breaker","OP",3,"L",15,"2021-07-19",NA,54,"nereo_metricsT1"
"2021-Jul","Breaker","OP",3,"R",15,"2021-07-19",NA,36,"nereo_metricsT1"
"2021-Jul","Breaker","OP",3,"R",15,"2021-07-19",NA,43,"nereo_metricsT1"
"2021-Jul","Breaker","OP",3,"L",10,"2021-07-19",NA,22,"nereo_metricsT1"
"2021-Jul","Breaker","OP",3,"L",10,"2021-07-19",NA,43,"nereo_metricsT1"
"2021-Jul","Breaker","OP",3,"L",3,"2021-07-19",NA,42,"nereo_metricsT1"
"2021-Jul","Breaker","KH",2,"L",19.5,"2021-07-19",NA,26,"nereo_metricsT1"
"2021-Jul","Breaker","KH",2,"R",19,"2021-07-19",NA,32,"nereo_metricsT1"
"2021-Jul","Breaker","KH",2,"L",15.5,"2021-07-19",NA,32,"nereo_metricsT1"
"2021-Jul","Breaker","KH",2,"R",14.5,"2021-07-19",NA,46,"nereo_metricsT1"
"2021-Jul","Breaker","KH",2,"R",14.6,"2021-07-19",NA,33,"nereo_metricsT1"
"2021-Jul","Breaker","KH",2,"L",11.5,"2021-07-19",NA,40,"nereo_metricsT1"
"2021-Jul","Breaker","KH",2,"L",11,"2021-07-19",NA,34,"nereo_metricsT1"
"2021-Jul","Breaker","KH",2,"L",10.5,"2021-07-19",NA,37,"nereo_metricsT1"
"2021-Jul","Breaker","KH",2,"L",9,"2021-07-19",NA,29,"nereo_metricsT1"
"2021-Jul","Breaker","KH",2,"L",8.5,"2021-07-19",NA,35,"nereo_metricsT1"
"2021-Jul","Breaker","KH",2,"L",8.3,"2021-07-19",NA,28,"nereo_metricsT1"
"2021-Jul","Breaker","KH",2,"R",3,"2021-07-19",NA,21,"nereo_metricsT1"
"2021-Jul","Breaker","KH",2,"R",2,"2021-07-19",NA,31,"nereo_metricsT1"
"2021-Jul","Breaker","KH",2,"R",0,"2021-07-19",NA,46,"nereo_metricsT1"
"2021-Jul","Breaker","KH",2,"L",0,"2021-07-19",NA,37,"nereo_metricsT1"
"2021-Jul","Breaker","KH",1,"R",0,"2021-07-19",NA,5,"nereo_metricsT1"
"2021-Jul","Breaker","KH",1,"L",0.5,"2021-07-19",NA,39,"nereo_metricsT1"
"2021-Jul","Breaker","KH",1,"R",2.5,"2021-07-19",NA,18,"nereo_metricsT1"
"2021-Jul","Breaker","KH",1,"L",3,"2021-07-19",NA,47,"nereo_metricsT1"
"2021-Jul","Breaker","KH",1,NA,NA,"2021-07-19",NA,39,"nereo_metricsT1"
"2021-Jul","Breaker","MA",1,"L",19.5,"2021-07-19",NA,36,"nereo_metricsT1"
"2021-Jul","Breaker","MA",1,"L",15.5,"2021-07-19",NA,56,"nereo_metricsT1"
"2021-Jul","Breaker","MA",1,"R",15,"2021-07-19",NA,37,"nereo_metricsT1"
"2021-Jul","Breaker","MA",1,"R",13,"2021-07-19",NA,25,"nereo_metricsT1"
"2021-Jul","Breaker","MA",1,"L",13,"2021-07-19",NA,10,"nereo_metricsT1"
"2021-Jul","Breaker","MA",1,"R",10,"2021-07-19",NA,35,"nereo_metricsT1"
"2021-Jul","Breaker","MA",1,"R",9.5,"2021-07-19",NA,33,"nereo_metricsT1"
"2021-Jul","Breaker","MA",1,"L",8,"2021-07-19",NA,18,"nereo_metricsT1"
"2021-Jul","Breaker","MA",1,"L",7,"2021-07-19",NA,17,"nereo_metricsT1"
"2021-Jul","Breaker","MA",1,"R",6,"2021-07-19",NA,24,"nereo_metricsT1"
"2021-Jul","Breaker","MA",1,"R",8.5,"2021-07-19",NA,46,"nereo_metricsT1"
"2021-Jul","Breaker","KH",3,"L",0,"2021-07-19",NA,33,"nereo_metricsT1"
"2021-Jul","Breaker","KH",3,"R",2,"2021-07-19",NA,28,"nereo_metricsT1"
"2021-Jul","Manley","DVM",2,"L",18,"2021-07-03",2047.2,55,"nereo_metricsT1"
"2021-Jul","Manley","DVM",2,"R",17.5,"2021-07-03",2573,19,"nereo_metricsT1"
"2021-Jul","Manley","DVM",2,"L",13,"2021-07-03",2574,24,"nereo_metricsT1"
"2021-Jul","Manley","KH",3,"R",4.2,"2021-07-03",2080.2,12,"nereo_metricsT1"
"2021-Jul","Manley","KH",3,"R",4,"2021-07-03",2554.2,25,"nereo_metricsT1"
"2021-Jul","Manley","KH",3,"L",3,"2021-07-03",2591,16,"nereo_metricsT1"
"2021-Jul","Manley","KH",3,"L",3.5,"2021-07-03",2545,16,"nereo_metricsT1"
"2021-Jul","Manley","ZM",1,"R",12,"2021-07-03",219,40,"nereo_metricsT1"
"2021-Jul","Manley","ZM",1,"L",6,"2021-07-03",222,16,"nereo_metricsT1"
"2021-Jul","Manley","ZM",1,"L",18,"2021-07-03",1803.2,28,"nereo_metricsT1"
"2021-Jul","Manley","DVM",2,"L",18,"2021-07-08",NA,55,"nereo_size"
"2021-Jul","Manley","DVM",2,"R",17.5,"2021-07-08",NA,19,"nereo_size"
"2021-Jul","Manley","DVM",2,"L",13,"2021-07-08",NA,24,"nereo_size"
"2021-Jul","Manley","KH",3,"R",4.2,"2021-07-08",NA,12,"nereo_size"
"2021-Jul","Manley","KH",3,"R",4,"2021-07-08",NA,25,"nereo_size"
"2021-Jul","Manley","KH",3,"L",3,"2021-07-08",NA,16,"nereo_size"
"2021-Jul","Manley","KH",3,"L",3.5,"2021-07-08",NA,16,"nereo_size"
"2021-Jul","Manley","ZM",1,"R",12,"2021-07-08",NA,40,"nereo_size"
"2021-Jul","Manley","ZM",1,"L",6,"2021-07-08",NA,16,"nereo_size"
"2021-Jul","Manley","ZM",1,"L",18,"2021-07-08",NA,28,"nereo_size"
"2021-Jul","Manley","GSB",1,"R",10,"2021-07-18",NA,42,"nereo_metricsT1"
"2021-Jul","Manley","GSB",1,"L",10,"2021-07-18",NA,13,"nereo_metricsT1"
"2021-Jul","Manley","GSB",1,"L",10,"2021-07-18",NA,22,"nereo_metricsT1"
"2021-Jul","Manley","GSB",1,"R",8,"2021-07-18",NA,10,"nereo_metricsT1"
"2021-Jul","Manley","GSB",1,"R",7.5,"2021-07-18",NA,18,"nereo_metricsT1"
"2021-Jul","Manley","GSB",2,"R",7,"2021-07-18",NA,9,"nereo_metricsT1"
"2021-Jul","Manley","GSB",2,"L",13,"2021-07-18",NA,53,"nereo_metricsT1"
"2021-Jul","Manley","GSB",2,"L",20,"2021-07-18",NA,26,"nereo_metricsT1"
"2021-Jul","North","OP",NA,NA,NA,"2021-07-02",2072.2,54,"nereo_metricsT1"
"2021-Jul","North","OP",NA,NA,NA,"2021-07-02",2565.2,35,"nereo_metricsT1"
"2021-Jul","North","OP",NA,NA,NA,"2021-07-02",2560,56,"nereo_metricsT1"
"2021-Jul","North","OP",NA,NA,NA,"2021-07-02",1708.2,35,"nereo_metricsT1"
"2021-Jul","North","OP",NA,NA,NA,"2021-07-02",1937.2,52,"nereo_metricsT1"
"2021-Jul","North","ZM",NA,NA,NA,"2021-07-02",2001.2,45,"nereo_metricsT1"
"2021-Jul","North","ZM",NA,NA,NA,"2021-07-02",2134.2,41,"nereo_metricsT1"
"2021-Jul","North","ZM",NA,NA,NA,"2021-07-02",2066.2,43,"nereo_metricsT1"
"2021-Jul","North","KH",NA,NA,NA,"2021-07-02",2547.2,40,"nereo_metricsT1"
"2021-Jul","North","KH",NA,NA,NA,"2021-07-02",2544.2,32,"nereo_metricsT1"
"2021-Jul","North","KH",NA,NA,NA,"2021-07-02",2582.2,55,"nereo_metricsT1"
"2021-Jul","North","KH",NA,NA,NA,"2021-07-02",2557.2,55,"nereo_metricsT1"
"2021-Jul","North","KH",NA,NA,NA,"2021-07-02",2571.2,53,"nereo_metricsT1"
"2021-Jul","North","OP",NA,NA,NA,"2021-07-07",NA,54,"nereo_size"
"2021-Jul","North","OP",NA,NA,NA,"2021-07-07",NA,35,"nereo_size"
"2021-Jul","North","OP",NA,NA,NA,"2021-07-07",NA,56,"nereo_size"
"2021-Jul","North","OP",NA,NA,NA,"2021-07-07",NA,35,"nereo_size"
"2021-Jul","North","OP",NA,NA,NA,"2021-07-07",NA,52,"nereo_size"
"2021-Jul","North","ZM",NA,NA,NA,"2021-07-07",NA,45,"nereo_size"
"2021-Jul","North","ZM",NA,NA,NA,"2021-07-07",NA,41,"nereo_size"
"2021-Jul","North","ZM",NA,NA,NA,"2021-07-07",NA,43,"nereo_size"
"2021-Jul","North","KH",NA,NA,NA,"2021-07-07",NA,40,"nereo_size"
"2021-Jul","North","KH",NA,NA,NA,"2021-07-07",NA,32,"nereo_size"
"2021-Jul","North","KH",NA,NA,NA,"2021-07-07",NA,55,"nereo_size"
"2021-Jul","North","KH",NA,NA,NA,"2021-07-07",NA,55,"nereo_size"
"2021-Jul","North","KH",NA,NA,NA,"2021-07-07",NA,53,"nereo_size"
"2021-Jul","Ratatouille","ZM",2,"R",1,"2021-07-02",2572.2,52,"nereo_metricsT1"
"2021-Jul","Ratatouille","ZM",2,"L",10,"2021-07-02",2540.2,38,"nereo_metricsT1"
"2021-Jul","Ratatouille","ZM",2,"R",17.5,"2021-07-02",2566.2,36,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",7.8,"2021-07-02",281.2,46,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"L",11.5,"2021-07-02",2584.2,54,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"L",13.5,"2021-07-02",1765.2,42,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",14,"2021-07-02",1921.2,40,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"L",1,"2021-07-02",2590.2,27,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"R",2,"2021-07-02",2580,34,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"L",4,"2021-07-02",2581.2,43,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"R",6.5,"2021-07-02",1891.2,39,"nereo_metricsT1"
"2021-Jul","Ratatouille","ZM",2,"R",1,"2021-07-06",NA,50,"nereo_metricsT1"
"2021-Jul","Ratatouille","ZM",2,"L",3.3,"2021-07-06",NA,33,"nereo_metricsT1"
"2021-Jul","Ratatouille","ZM",2,"R",4.5,"2021-07-06",NA,27,"nereo_metricsT1"
"2021-Jul","Ratatouille","ZM",2,"R",5.5,"2021-07-06",NA,45,"nereo_metricsT1"
"2021-Jul","Ratatouille","ZM",2,"L",7.2,"2021-07-06",NA,25,"nereo_metricsT1"
"2021-Jul","Ratatouille","ZM",2,"R",8,"2021-07-06",NA,26,"nereo_metricsT1"
"2021-Jul","Ratatouille","ZM",2,"L",8.3,"2021-07-06",NA,35,"nereo_metricsT1"
"2021-Jul","Ratatouille","ZM",2,"R",9.2,"2021-07-06",NA,15,"nereo_metricsT1"
"2021-Jul","Ratatouille","ZM",2,"L",10,"2021-07-06",NA,38,"nereo_metricsT1"
"2021-Jul","Ratatouille","ZM",2,"R",10,"2021-07-06",NA,57,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"R",19,"2021-07-06",NA,21,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"R",18.5,"2021-07-06",NA,45,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"R",16,"2021-07-06",NA,40,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"R",5,"2021-07-06",NA,39,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"L",5,"2021-07-06",NA,21,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"R",13,"2021-07-06",NA,38,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"L",8,"2021-07-06",NA,28,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"R",5,"2021-07-06",NA,42,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"R",1,"2021-07-06",NA,53,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"L",1,"2021-07-06",NA,30,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",0,"2021-07-06",NA,15,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",1.5,"2021-07-06",NA,12,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"L",3.2,"2021-07-06",NA,45,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",12,"2021-07-06",NA,45,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",13,"2021-07-06",NA,43,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"L",3.9,"2021-07-06",NA,31,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"L",4,"2021-07-06",NA,23,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",8.3,"2021-07-06",NA,32,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",9.5,"2021-07-06",NA,58,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",11,"2021-07-06",NA,41,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"L",11.5,"2021-07-06",NA,48,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"L",14.8,"2021-07-06",NA,37,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",15.5,"2021-07-06",NA,33,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",18.8,"2021-07-06",NA,43,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",19,"2021-07-06",NA,43,"nereo_metricsT1"
"2021-Jul","Ratatouille","ZM",2,"R",1,"2021-07-07",NA,52,"nereo_size"
"2021-Jul","Ratatouille","ZM",2,"L",10,"2021-07-07",NA,38,"nereo_size"
"2021-Jul","Ratatouille","ZM",2,"R",17.5,"2021-07-07",NA,36,"nereo_size"
"2021-Jul","Ratatouille","KH",3,"R",7.8,"2021-07-07",NA,46,"nereo_size"
"2021-Jul","Ratatouille","KH",3,"L",11.5,"2021-07-07",NA,54,"nereo_size"
"2021-Jul","Ratatouille","KH",3,"L",13.5,"2021-07-07",NA,42,"nereo_size"
"2021-Jul","Ratatouille","KH",3,"R",14,"2021-07-07",NA,40,"nereo_size"
"2021-Jul","Ratatouille","OP",1,"L",1,"2021-07-07",NA,27,"nereo_size"
"2021-Jul","Ratatouille","OP",1,"R",2,"2021-07-07",NA,34,"nereo_size"
"2021-Jul","Ratatouille","OP",1,"L",4,"2021-07-07",NA,43,"nereo_size"
"2021-Jul","Ratatouille","OP",1,"R",6.5,"2021-07-07",NA,39,"nereo_size"
"2021-Jul","Ratatouille","KH",3,"R",0,"2021-07-19",NA,23,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",8.2,"2021-07-19",NA,44,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"L",20,"2021-07-19",NA,36,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",19,"2021-07-19",NA,46,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",19,"2021-07-19",NA,43,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",17,"2021-07-19",NA,43,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",16.5,"2021-07-19",NA,48,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",15.7,"2021-07-19",NA,43,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",15.8,"2021-07-19",NA,43,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"L",14.7,"2021-07-19",NA,38,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",13,"2021-07-19",NA,46,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",13.5,"2021-07-19",NA,36,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"R",8.5,"2021-07-19",NA,48,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"L",3.5,"2021-07-19",NA,48,"nereo_metricsT1"
"2021-Jul","Ratatouille","KH",3,"L",3.5,"2021-07-19",NA,13,"nereo_metricsT1"
"2021-Jul","Ratatouille","MA",2,"L",20,"2021-07-19",NA,43,"nereo_metricsT1"
"2021-Jul","Ratatouille","MA",2,"R",19,"2021-07-19",NA,37,"nereo_metricsT1"
"2021-Jul","Ratatouille","MA",2,"L",17.5,"2021-07-19",NA,36,"nereo_metricsT1"
"2021-Jul","Ratatouille","MA",2,"R",17,"2021-07-19",NA,28,"nereo_metricsT1"
"2021-Jul","Ratatouille","MA",2,"L",16,"2021-07-19",NA,30,"nereo_metricsT1"
"2021-Jul","Ratatouille","MA",2,"L",15.5,"2021-07-19",NA,18,"nereo_metricsT1"
"2021-Jul","Ratatouille","MA",2,"L",13,"2021-07-19",NA,37,"nereo_metricsT1"
"2021-Jul","Ratatouille","MA",2,"R",10.5,"2021-07-19",NA,50,"nereo_metricsT1"
"2021-Jul","Ratatouille","MA",2,"R",9.5,"2021-07-19",NA,14,"nereo_metricsT1"
"2021-Jul","Ratatouille","MA",2,"L",9,"2021-07-19",NA,26,"nereo_metricsT1"
"2021-Jul","Ratatouille","MA",2,"R",9,"2021-07-19",NA,43,"nereo_metricsT1"
"2021-Jul","Ratatouille","MA",2,NA,NA,"2021-07-19",NA,39,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"L",8,"2021-07-19",NA,34,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"R",9,"2021-07-19",NA,37,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"R",11,"2021-07-19",NA,47,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"R",13.5,"2021-07-19",NA,41,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"L",14,"2021-07-19",NA,22,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"R",16,"2021-07-19",NA,43,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"R",20,"2021-07-19",NA,13,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"R",5,"2021-07-19",NA,47,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"L",3,"2021-07-19",NA,40,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"L",3,"2021-07-19",NA,56,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"L",12,"2021-07-19",NA,48,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"L",8.5,"2021-07-19",NA,53,"nereo_metricsT1"
"2021-Jul","Ratatouille","OP",1,"L",8,"2021-07-19",NA,50,"nereo_metricsT1"
"2021-Jul","Second","ZM",NA,NA,NA,"2021-07-02",48.2,22,"nereo_metricsT1"
"2021-Jul","Second","ZM",NA,NA,NA,"2021-07-02",2549.2,11,"nereo_metricsT1"
"2021-Jul","Second","ZM",NA,NA,NA,"2021-07-02",2509.2,49,"nereo_metricsT1"
"2021-Jul","Second","ZM",NA,NA,NA,"2021-07-02",1825.2,27,"nereo_metricsT1"
"2021-Jul","Second","KH",NA,NA,NA,"2021-07-02",1969.2,43,"nereo_metricsT1"
"2021-Jul","Second","KH",NA,NA,NA,"2021-07-02",1952.2,25,"nereo_metricsT1"
"2021-Jul","Second","KH",NA,NA,NA,"2021-07-02",2542,29,"nereo_metricsT1"
"2021-Jul","Second","KH",NA,NA,NA,"2021-07-02",2064.2,30,"nereo_metricsT1"
"2021-Jul","Second","KH",NA,NA,NA,"2021-07-02",2022.2,43,"nereo_metricsT1"
"2021-Jul","Second","KH",NA,NA,NA,"2021-07-02",2073.2,48,"nereo_metricsT1"
"2021-Jul","Second","OP",NA,NA,NA,"2021-07-02",1911.2,49,"nereo_metricsT1"
"2021-Jul","Second","OP",NA,NA,NA,"2021-07-02",1799.2,46,"nereo_metricsT1"
"2021-Jul","Second","OP",NA,NA,NA,"2021-07-02",2576.2,36,"nereo_metricsT1"
"2021-Jul","Second","OP",NA,NA,NA,"2021-07-02",2578.2,25,"nereo_metricsT1"
"2021-Jul","Second","OP",NA,NA,NA,"2021-07-02",2541.2,46,"nereo_metricsT1"
"2021-Jul","Second","ZM",NA,NA,NA,"2021-07-07",NA,22,"nereo_size"
"2021-Jul","Second","ZM",NA,NA,NA,"2021-07-07",NA,11,"nereo_size"
"2021-Jul","Second","ZM",NA,NA,NA,"2021-07-07",NA,49,"nereo_size"
"2021-Jul","Second","ZM",NA,NA,NA,"2021-07-07",NA,27,"nereo_size"
"2021-Jul","Second","KH",NA,NA,NA,"2021-07-07",NA,43,"nereo_size"
"2021-Jul","Second","KH",NA,NA,NA,"2021-07-07",NA,25,"nereo_size"
"2021-Jul","Second","KH",NA,NA,NA,"2021-07-07",NA,29,"nereo_size"
"2021-Jul","Second","KH",NA,NA,NA,"2021-07-07",NA,30,"nereo_size"
"2021-Jul","Second","KH",NA,NA,NA,"2021-07-07",NA,43,"nereo_size"
"2021-Jul","Second","KH",NA,NA,NA,"2021-07-07",NA,48,"nereo_size"
"2021-Jul","Second","OP",NA,NA,NA,"2021-07-07",NA,49,"nereo_size"
"2021-Jul","Second","OP",NA,NA,NA,"2021-07-07",NA,46,"nereo_size"
"2021-Jul","Second","OP",NA,NA,NA,"2021-07-07",NA,36,"nereo_size"
"2021-Jul","Second","OP",NA,NA,NA,"2021-07-07",NA,25,"nereo_size"
"2021-Jul","Second","OP",NA,NA,NA,"2021-07-07",NA,46,"nereo_size"
"2021-Jul","Triquetta","ZM",1,"R",0,"2021-07-03",224,10,"nereo_metricsT1"
"2021-Jul","Triquetta","ZM",1,"L",1.3,"2021-07-03",204,36,"nereo_metricsT1"
"2021-Jul","Triquetta","ZM",1,"R",3.2,"2021-07-03",214,10,"nereo_metricsT1"
"2021-Jul","Triquetta","ZM",1,"L",13.2,"2021-07-03",209,21,"nereo_metricsT1"
"2021-Jul","Triquetta","ZM",1,"R",19,"2021-07-03",211,17,"nereo_metricsT1"
"2021-Jul","Triquetta","DVM",2,"R",2,"2021-07-03",2515.2,50,"nereo_metricsT1"
"2021-Jul","Triquetta","DVM",2,"L",5,"2021-07-03",2592.2,20,"nereo_metricsT1"
"2021-Jul","Triquetta","DVM",2,"R",7,"2021-07-03",1817.2,11,"nereo_metricsT1"
"2021-Jul","Triquetta","DVM",2,"L",11.5,"2021-07-03",2563,14,"nereo_metricsT1"
"2021-Jul","Triquetta","KH",3,"L",2,"2021-07-03",2585,23,"nereo_metricsT1"
"2021-Jul","Triquetta","KH",3,"L",4,"2021-07-03",2117.2,28,"nereo_metricsT1"
"2021-Jul","Triquetta","KH",3,"L",7.5,"2021-07-03",1897.2,29,"nereo_metricsT1"
"2021-Jul","Triquetta","KH",3,"L",19,"2021-07-03",2562,50,"nereo_metricsT1"
"2021-Jul","Triquetta","KH",3,"L",17,"2021-07-03",1843,15,"nereo_metricsT1"
"2021-Jul","Triquetta","KH",3,"R",14.5,"2021-07-03",1820.2,50,"nereo_metricsT1"
"2021-Jul","Triquetta","ZM",1,"L",20,"2021-07-08",NA,39,"nereo_metricsT1"
"2021-Jul","Triquetta","ZM",1,"L",17.5,"2021-07-08",NA,21,"nereo_metricsT1"
"2021-Jul","Triquetta","ZM",1,"R",14,"2021-07-08",NA,33,"nereo_metricsT1"
"2021-Jul","Triquetta","ZM",1,"L",13,"2021-07-08",NA,21,"nereo_metricsT1"
"2021-Jul","Triquetta","ZM",1,"L",10.5,"2021-07-08",NA,30,"nereo_metricsT1"
"2021-Jul","Triquetta","ZM",1,"L",10,"2021-07-08",NA,12,"nereo_metricsT1"
"2021-Jul","Triquetta","ZM",1,"R",9,"2021-07-08",NA,39,"nereo_metricsT1"
"2021-Jul","Triquetta","ZM",1,"R",8.5,"2021-07-08",NA,19,"nereo_metricsT1"
"2021-Jul","Triquetta","ZM",1,"R",8,"2021-07-08",NA,28,"nereo_metricsT1"
"2021-Jul","Triquetta","ZM",1,"R",7,"2021-07-08",NA,46,"nereo_metricsT1"
"2021-Jul","Triquetta","ZM",1,"R",6.5,"2021-07-08",NA,17,"nereo_metricsT1"
"2021-Jul","Triquetta","KH",3,"R",20,"2021-07-08",NA,31,"nereo_metricsT1"
"2021-Jul","Triquetta","KH",3,"L",19.2,"2021-07-08",NA,11,"nereo_metricsT1"
"2021-Jul","Triquetta","KH",3,"R",17.5,"2021-07-08",NA,7,"nereo_metricsT1"
"2021-Jul","Triquetta","KH",3,"R",17.5,"2021-07-08",NA,16,"nereo_metricsT1"
"2021-Jul","Triquetta","KH",3,"L",15,"2021-07-08",NA,13,"nereo_metricsT1"
"2021-Jul","Triquetta","KH",3,"L",15,"2021-07-08",NA,17,"nereo_metricsT1"
"2021-Jul","Triquetta","KH",3,"L",15,"2021-07-08",NA,19,"nereo_metricsT1"
"2021-Jul","Triquetta","KH",3,"L",10,"2021-07-08",NA,7,"nereo_metricsT1"
