"period","site","diver","transect","side","dist","date","tag","Sbulb_max","data_source"
"2025-Jul","Breaker","DVM/AS",3,"R",12,"2025-07-14",2547,49,"nereo_metricsT2"
"2025-Jul","Breaker","OP/DCO",1,"L",1.7,"2025-07-14",2515,50,"nereo_metricsT2"
"2025-Jul","Breaker","OP/DCO",1,"L",1.7,"2025-07-14",2542,42,"nereo_metricsT2"
"2025-Jul","Breaker","OP/DCO",1,"R",0.7,"2025-07-14",217,45,"nereo_metricsT2"
"2025-Jul","Breaker","OP/DCO",1,NA,1.3,"2025-07-14",1708,39,"nereo_metricsT2"
"2025-Jul","Breaker","OP/DCO",1,NA,1.9,"2025-07-14",223,52,"nereo_metricsT2"
"2025-Jul","Breaker","OP/DCO",1,NA,5.1,"2025-07-14",2073,42,"nereo_metricsT2"
"2025-Jul","Breaker","OP/DCO",1,NA,6.2,"2025-07-14",281,35,"nereo_metricsT2"
"2025-Jul","Breaker","OP/DCO",1,NA,5.8,"2025-07-14",1765,35,"nereo_metricsT2"
"2025-Jul","Breaker","OP",1,"R",1,"2025-07-17",NA,32,"nereo_size"
"2025-Jul","Breaker","OP",1,"R",2,"2025-07-17",NA,35,"nereo_size"
"2025-Jul","Breaker","OP",1,"R",2,"2025-07-17",NA,51,"nereo_size"
"2025-Jul","Breaker","OP",1,"L",3,"2025-07-17",NA,48,"nereo_size"
"2025-Jul","Breaker","OP",1,"L",3,"2025-07-17",NA,38,"nereo_size"
"2025-Jul","Breaker","OP",1,"L",5,"2025-07-17",NA,22,"nereo_size"
"2025-Jul","Breaker","OP",1,"L",7,"2025-07-17",NA,32,"nereo_size"
"2025-Jul","Breaker","OP",1,"R",7,"2025-07-17",NA,23,"nereo_size"
"2025-Jul","Breaker","OP",1,"R",8,"2025-07-17",NA,37,"nereo_size"
"2025-Jul","Breaker","OP",1,"R",12,"2025-07-17",NA,47,"nereo_size"
"2025-Jul","Breaker","DVM",3,"R",0,"2025-07-17",NA,35,"nereo_size"
"2025-Jul","Breaker","DVM",3,"R",1,"2025-07-17",NA,22,"nereo_size"
"2025-Jul","Breaker","DVM",3,"R",1.5,"2025-07-17",NA,50,"nereo_size"
"2025-Jul","Breaker","DVM",3,"R",3,"2025-07-17",NA,25,"nereo_size"
"2025-Jul","Breaker","DVM",3,"R",4,"2025-07-17",NA,32,"nereo_size"
"2025-Jul","Breaker","DVM",3,"R",5,"2025-07-17",NA,22,"nereo_size"
"2025-Jul","Breaker","DVM",3,"L",10,"2025-07-17",NA,32,"nereo_size"
"2025-Jul","Breaker","DVM",3,"L",12,"2025-07-17",NA,44,"nereo_size"
"2025-Jul","Breaker","DVM",3,"L",13,"2025-07-17",NA,43,"nereo_size"
"2025-Jul","Breaker","DVM",3,"L",15,"2025-07-17",NA,33,"nereo_size"
"2025-Jul","Breaker","DCO",2,"L",10,"2025-07-17",NA,34,"nereo_size"
"2025-Jul","Breaker","DCO",2,"L",10,"2025-07-17",NA,35,"nereo_size"
"2025-Jul","Breaker","DCO",2,"R",10,"2025-07-17",NA,36,"nereo_size"
"2025-Jul","Breaker","DCO",2,"R",10,"2025-07-17",NA,32,"nereo_size"
"2025-Jul","Breaker","DCO",2,"R",20,"2025-07-17",NA,41,"nereo_size"
"2025-Jul","Breaker","DCO",2,"R",20,"2025-07-17",NA,55,"nereo_size"
"2025-Jul","Breaker","DCO",2,"L",20,"2025-07-17",NA,30,"nereo_size"
"2025-Jul","Breaker","DCO",2,"L",20,"2025-07-17",NA,35,"nereo_size"
"2025-Jul","Breaker","DCO",2,"R",19,"2025-07-17",NA,37,"nereo_size"
"2025-Jul","Breaker","DCO",2,"R",19,"2025-07-17",NA,35,"nereo_size"
"2025-Jul","Granville","DCO",NA,"R",23,"2025-07-05",NA,47,"nereo_size"
"2025-Jul","Granville","DCO",NA,"L",22,"2025-07-05",NA,15,"nereo_size"
"2025-Jul","Granville","DCO",NA,"R",22,"2025-07-05",NA,3,"nereo_size"
"2025-Jul","Granville","DCO",NA,"L",21,"2025-07-05",NA,11,"nereo_size"
"2025-Jul","Granville","DCO",NA,"L",5,"2025-07-05",NA,13,"nereo_size"
"2025-Jul","Granville","DCO",NA,"R",5,"2025-07-05",NA,27,"nereo_size"
"2025-Jul","Granville","DCO",NA,"L",4,"2025-07-05",NA,23,"nereo_size"
"2025-Jul","Granville","DCO",NA,"R",3,"2025-07-05",NA,32,"nereo_size"
"2025-Jul","Granville","DCO",NA,"R",14,"2025-07-05",NA,39,"nereo_size"
"2025-Jul","Granville","DCO",NA,"R",15,"2025-07-05",NA,21,"nereo_size"
"2025-Jul","Granville","AS",2,"L",29,"2025-07-05",NA,7,"nereo_size"
"2025-Jul","Granville","AS",2,"L",28,"2025-07-05",NA,9,"nereo_size"
"2025-Jul","Granville","AS",2,"R",23,"2025-07-05",NA,28,"nereo_size"
"2025-Jul","Granville","AS",2,"L",21,"2025-07-05",NA,7,"nereo_size"
"2025-Jul","Granville","AS",2,"L",20,"2025-07-05",NA,24,"nereo_size"
"2025-Jul","Granville","AS",2,"L",18,"2025-07-05",NA,16,"nereo_size"
"2025-Jul","Granville","AS",2,"R",15,"2025-07-05",NA,36,"nereo_size"
"2025-Jul","Granville","AS",2,"R",12,"2025-07-05",NA,7,"nereo_size"
"2025-Jul","Granville","AS",2,"R",8,"2025-07-05",NA,9,"nereo_size"
"2025-Jul","Granville","AS",2,"L",4,"2025-07-05",NA,45,"nereo_size"
"2025-Jul","Granville","OP",3,"R",28,"2025-07-05",NA,31,"nereo_size"
"2025-Jul","Granville","OP",3,"R",28,"2025-07-05",NA,21,"nereo_size"
"2025-Jul","Granville","OP",3,"R",24,"2025-07-05",NA,19,"nereo_size"
"2025-Jul","Granville","OP",3,"R",20,"2025-07-05",NA,11,"nereo_size"
"2025-Jul","Granville","OP",3,"R",18,"2025-07-05",NA,31,"nereo_size"
"2025-Jul","Granville","OP",3,"R",16,"2025-07-05",NA,10,"nereo_size"
"2025-Jul","Granville","OP",3,"R",16,"2025-07-05",NA,18,"nereo_size"
"2025-Jul","Granville","OP",3,"R",16,"2025-07-05",NA,39,"nereo_size"
"2025-Jul","Granville","OP",3,"R",16,"2025-07-05",NA,47,"nereo_size"
"2025-Jul","Granville","OP",3,"R",16,"2025-07-05",NA,33,"nereo_size"
"2025-Jul","Manley","LL",2,"R",17,"2025-07-13",NA,14,"nereo_size"
"2025-Jul","Manley","LL",2,"R",20,"2025-07-13",NA,5,"nereo_size"
"2025-Jul","Manley","LL",2,"R",20,"2025-07-13",NA,6,"nereo_size"
"2025-Jul","Manley","LL",2,"R",20,"2025-07-13",NA,25,"nereo_size"
"2025-Jul","Manley","DCO",1,"R",2,"2025-07-13",NA,3,"nereo_size"
"2025-Jul","Manley","DCO",1,"L",0,"2025-07-13",NA,4,"nereo_size"
"2025-Jul","Manley","DVM",3,"L",13,"2025-07-13",NA,18,"nereo_size"
"2025-Jul","Manley","DVM",3,"L",17,"2025-07-13",NA,6,"nereo_size"
"2025-Jul","Manley","DVM",3,"L",17,"2025-07-13",NA,30,"nereo_size"
"2025-Jul","Manley","DVM",3,"L",17,"2025-07-13",NA,35,"nereo_size"
"2025-Jul","Manley","DVM",3,"L",18,"2025-07-13",NA,7,"nereo_size"
"2025-Jul","Manley","DVM",3,"R",18,"2025-07-13",NA,30,"nereo_size"
"2025-Jul","Manley","DVM",3,"R",20,"2025-07-13",NA,30,"nereo_size"
"2025-Jul","Manley","DVM",3,"R",20,"2025-07-13",NA,27,"nereo_size"
"2025-Jul","Manley","DVM",3,"R",21,"2025-07-13",NA,18,"nereo_size"
"2025-Jul","Manley","DVM",3,"R",23,"2025-07-13",NA,21,"nereo_size"
"2025-Jul","McMullins_west","OP/AS",NA,NA,NA,"2025-07-07",2515,39,"nereo_metricsT2"
"2025-Jul","McMullins_west","OP/AS",NA,NA,NA,"2025-07-07",2677,39,"nereo_metricsT2"
"2025-Jul","McMullins_west","OP/AS",NA,NA,NA,"2025-07-07",2070,20,"nereo_metricsT2"
"2025-Jul","McMullins_west","OP/AS",NA,NA,NA,"2025-07-07",2602,42,"nereo_metricsT2"
"2025-Jul","McMullins_west","OP/AS",NA,NA,NA,"2025-07-07",2679,40,"nereo_metricsT2"
"2025-Jul","McMullins_west","LL/DCO",NA,NA,NA,"2025-07-07",204,28,"nereo_metricsT2"
"2025-Jul","McMullins_west","LL/DCO",NA,NA,NA,"2025-07-07",217,30,"nereo_metricsT2"
"2025-Jul","McMullins_west","LL/DCO",NA,NA,NA,"2025-07-07",224,46,"nereo_metricsT2"
"2025-Jul","McMullins_west","LL/DCO",NA,NA,NA,"2025-07-07",206,21,"nereo_metricsT2"
"2025-Jul","McMullins_west","LL/DCO",NA,NA,NA,"2025-07-07",208,39,"nereo_metricsT2"
"2025-Jul","McMullins_west","LL/DCO",NA,NA,NA,"2025-07-07",201,25,"nereo_metricsT2"
"2025-Jul","McMullins_west","DVM",1,NA,29,"2025-07-07",NA,29,"nereo_size"
"2025-Jul","McMullins_west","DVM",1,NA,24,"2025-07-07",NA,15,"nereo_size"
"2025-Jul","McMullins_west","DVM",1,NA,21,"2025-07-07",NA,32,"nereo_size"
"2025-Jul","McMullins_west","DVM",1,NA,16,"2025-07-07",NA,19,"nereo_size"
"2025-Jul","McMullins_west","DVM",1,NA,15,"2025-07-07",NA,21,"nereo_size"
"2025-Jul","McMullins_west","DVM",1,NA,13,"2025-07-07",NA,46,"nereo_size"
"2025-Jul","McMullins_west","DVM",1,NA,7,"2025-07-07",NA,46,"nereo_size"
"2025-Jul","McMullins_west","DVM",1,NA,4,"2025-07-07",NA,28,"nereo_size"
"2025-Jul","McMullins_west","AS",2,NA,1,"2025-07-07",NA,48,"nereo_size"
"2025-Jul","McMullins_west","AS",2,NA,8,"2025-07-07",NA,27,"nereo_size"
"2025-Jul","McMullins_west","AS",2,NA,11,"2025-07-07",NA,31,"nereo_size"
"2025-Jul","McMullins_west","AS",2,NA,12,"2025-07-07",NA,60,"nereo_size"
"2025-Jul","McMullins_west","AS",2,NA,16,"2025-07-07",NA,27,"nereo_size"
"2025-Jul","McMullins_west","AS",2,NA,19,"2025-07-07",NA,48,"nereo_size"
"2025-Jul","McMullins_west","AS",2,NA,24,"2025-07-07",NA,21,"nereo_size"
"2025-Jul","McMullins_west","AS",2,NA,30,"2025-07-07",NA,29,"nereo_size"
"2025-Jul","McMullins_west","LL",3,NA,30,"2025-07-07",NA,38,"nereo_size"
"2025-Jul","McMullins_west","LL",3,NA,30,"2025-07-07",NA,59,"nereo_size"
"2025-Jul","McMullins_west","LL",3,NA,29,"2025-07-07",NA,47,"nereo_size"
"2025-Jul","McMullins_west","LL",3,NA,29,"2025-07-07",NA,26,"nereo_size"
"2025-Jul","McMullins_west","LL",3,NA,26,"2025-07-07",NA,37,"nereo_size"
"2025-Jul","McMullins_west","LL",3,NA,26,"2025-07-07",NA,22,"nereo_size"
"2025-Jul","McMullins_west","LL",3,NA,24,"2025-07-07",NA,6,"nereo_size"
"2025-Jul","McMullins_west","LL",3,NA,24,"2025-07-07",NA,29,"nereo_size"
"2025-Jul","North","OP/DCO",3,"R",4.2,"2025-07-15",2677,23,"nereo_metricsT2"
"2025-Jul","North","OP/DCO",3,"R",3,"2025-07-15",213,11,"nereo_metricsT2"
"2025-Jul","North","OP/DCO",3,"L",2.7,"2025-07-15",2596,13,"nereo_metricsT2"
"2025-Jul","North","OP/DCO",3,"R",1.8,"2025-07-15",2551,38,"nereo_metricsT2"
"2025-Jul","North","OP/DCO",3,"R",1.8,"2025-07-15",2665,11,"nereo_metricsT2"
"2025-Jul","North","OP/DCO",3,"L",1,"2025-07-15",1803,26,"nereo_metricsT2"
"2025-Jul","North","OP/DCO",2,"R",1.5,"2025-07-15",2667,65,"nereo_metricsT2"
"2025-Jul","North","OP/DCO",3,"R",9,"2025-07-15",2663,32,"nereo_metricsT2"
"2025-Jul","North","OP/DCO",2,"R",4,"2025-07-15",2595,25,"nereo_metricsT2"
"2025-Jul","North","OP/DCO",2,"L",7,"2025-07-15",2670,22,"nereo_metricsT2"
"2025-Jul","North","OP/DCO",2,"L",7,"2025-07-15",1784,34,"nereo_metricsT2"
"2025-Jul","North","OP/DCO",1,"L",0,"2025-07-15",2579,36,"nereo_metricsT2"
"2025-Jul","North","OP/DCO",1,"L",0,"2025-07-15",204,60,"nereo_metricsT2"
"2025-Jul","North","OP/DCO",1,"R",7,"2025-07-15",2022,18,"nereo_metricsT2"
"2025-Jul","North","OP/DCO",1,"R",8,"2025-07-15",1714,24,"nereo_metricsT2"
"2025-Jul","North","OP/DCO",1,"R",8,"2025-07-15",2043,33,"nereo_metricsT2"
"2025-Jul","North","LL",2,"L",11,"2025-07-15",NA,22,"nereo_size"
"2025-Jul","North","LL",2,"L",11.5,"2025-07-15",NA,4,"nereo_size"
"2025-Jul","North","LL",2,"L",12,"2025-07-15",NA,17,"nereo_size"
"2025-Jul","North","LL",2,"L",12,"2025-07-15",NA,18,"nereo_size"
"2025-Jul","North","LL",2,"L",14,"2025-07-15",NA,31,"nereo_size"
"2025-Jul","North","LL",2,"R",13,"2025-07-15",NA,10,"nereo_size"
"2025-Jul","North","LL",2,"R",13,"2025-07-15",NA,8,"nereo_size"
"2025-Jul","North","LL",2,"L",15,"2025-07-15",NA,11,"nereo_size"
"2025-Jul","North","LL",2,"R",15,"2025-07-15",NA,38,"nereo_size"
"2025-Jul","North","LL",2,"R",15,"2025-07-15",NA,55,"nereo_size"
"2025-Jul","North","AS",3,"L",30,"2025-07-15",NA,11,"nereo_size"
"2025-Jul","North","AS",3,"L",28,"2025-07-15",NA,25,"nereo_size"
"2025-Jul","North","AS",3,"R",16,"2025-07-15",NA,13,"nereo_size"
"2025-Jul","North","AS",3,"R",13,"2025-07-15",NA,10,"nereo_size"
"2025-Jul","North","AS",3,"R",14,"2025-07-15",NA,38,"nereo_size"
"2025-Jul","North","AS",3,"R",13,"2025-07-15",NA,16,"nereo_size"
"2025-Jul","North","AS",3,"R",6,"2025-07-15",NA,26,"nereo_size"
"2025-Jul","North","AS",3,"R",5,"2025-07-15",NA,9,"nereo_size"
"2025-Jul","North","AS",3,"R",4,"2025-07-15",NA,9,"nereo_size"
"2025-Jul","North","AS",3,"L",4,"2025-07-15",NA,11,"nereo_size"
"2025-Jul","North","OP",1,"R",20,"2025-07-15",NA,12,"nereo_size"
"2025-Jul","North","OP",1,"R",20,"2025-07-15",NA,19,"nereo_size"
"2025-Jul","North","OP",1,"R",20,"2025-07-15",NA,17,"nereo_size"
"2025-Jul","North","OP",1,"R",18,"2025-07-15",NA,30,"nereo_size"
"2025-Jul","North","OP",1,"R",18,"2025-07-15",NA,43,"nereo_size"
"2025-Jul","North","OP",1,"L",16,"2025-07-15",NA,38,"nereo_size"
"2025-Jul","North","OP",1,"L",16,"2025-07-15",NA,24,"nereo_size"
"2025-Jul","North","OP",1,"L",14,"2025-07-15",NA,4,"nereo_size"
"2025-Jul","North","OP",1,"L",16,"2025-07-15",NA,4,"nereo_size"
"2025-Jul","North","OP",1,"L",14,"2025-07-15",NA,24,"nereo_size"
"2025-Jul","Owen","OP",2,"R",0,"2025-07-24",NA,34,"nereo_size"
"2025-Jul","Owen","OP",2,"R",0,"2025-07-24",NA,22,"nereo_size"
"2025-Jul","Owen","OP",2,"L",1,"2025-07-24",NA,33,"nereo_size"
"2025-Jul","Owen","OP",2,"R",8,"2025-07-24",NA,31,"nereo_size"
"2025-Jul","Owen","OP",2,"R",10,"2025-07-24",NA,21,"nereo_size"
"2025-Jul","Owen","OP",2,"R",10,"2025-07-24",NA,16,"nereo_size"
"2025-Jul","Owen","OP",2,"L",12,"2025-07-24",NA,36,"nereo_size"
"2025-Jul","Owen","OP",2,"L",12,"2025-07-24",NA,33,"nereo_size"
"2025-Jul","Owen","OP",2,"L",20,"2025-07-24",NA,32,"nereo_size"
"2025-Jul","Owen","OP",2,"L",20,"2025-07-24",NA,21,"nereo_size"
"2025-Jul","Owen","OP",5,NA,NA,"2025-07-24",NA,26,"nereo_size"
"2025-Jul","Owen","OP",5,NA,NA,"2025-07-24",NA,30,"nereo_size"
"2025-Jul","Owen","OP",5,NA,NA,"2025-07-24",NA,36,"nereo_size"
"2025-Jul","Owen","OP",5,NA,NA,"2025-07-24",NA,41,"nereo_size"
"2025-Jul","Owen","OP",5,NA,NA,"2025-07-24",NA,40,"nereo_size"
"2025-Jul","Owen","OP",5,NA,NA,"2025-07-24",NA,40,"nereo_size"
"2025-Jul","Owen","OP",5,NA,NA,"2025-07-24",NA,37,"nereo_size"
"2025-Jul","Owen","OP",5,NA,NA,"2025-07-24",NA,27,"nereo_size"
"2025-Jul","Owen","OP",5,NA,NA,"2025-07-24",NA,40,"nereo_size"
"2025-Jul","Owen","OP",5,NA,NA,"2025-07-24",NA,44,"nereo_size"
"2025-Jul","Ratatouille","AS",1,"R",28,"2025-07-15",NA,14,"nereo_size"
"2025-Jul","Ratatouille","AS",1,"R",27,"2025-07-15",NA,15,"nereo_size"
"2025-Jul","Ratatouille","AS",1,"R",26,"2025-07-15",NA,18,"nereo_size"
"2025-Jul","Ratatouille","AS",1,"R",10,"2025-07-15",NA,29,"nereo_size"
"2025-Jul","Ratatouille","AS",1,"L",9,"2025-07-15",NA,7,"nereo_size"
"2025-Jul","Ratatouille","AS",1,"R",8,"2025-07-15",NA,9,"nereo_size"
"2025-Jul","Ratatouille","AS",1,"R",5,"2025-07-15",NA,36,"nereo_size"
"2025-Jul","Ratatouille","AS",1,"R",2,"2025-07-15",NA,8,"nereo_size"
"2025-Jul","Ratatouille","AS",1,"R",1,"2025-07-15",NA,9,"nereo_size"
"2025-Jul","Ratatouille","AS",1,"R",1,"2025-07-15",NA,20,"nereo_size"
"2025-Jul","Ratatouille","LL",2,"L",0,"2025-07-15",NA,32,"nereo_size"
"2025-Jul","Ratatouille","LL",2,"L",0,"2025-07-15",NA,22,"nereo_size"
"2025-Jul","Ratatouille","LL",2,"L",0,"2025-07-15",NA,22,"nereo_size"
"2025-Jul","Ratatouille","LL",2,"L",0,"2025-07-15",NA,29,"nereo_size"
"2025-Jul","Ratatouille","LL",2,"L",0,"2025-07-15",NA,36,"nereo_size"
"2025-Jul","Ratatouille","LL",2,"L",0,"2025-07-15",NA,25,"nereo_size"
"2025-Jul","Ratatouille","LL",2,"R",0,"2025-07-15",NA,21,"nereo_size"
"2025-Jul","Ratatouille","LL",2,"R",0,"2025-07-15",NA,30,"nereo_size"
"2025-Jul","Ratatouille","LL",2,"R",0,"2025-07-15",NA,32,"nereo_size"
"2025-Jul","Ratatouille","LL",2,"R",0,"2025-07-15",NA,30,"nereo_size"
"2025-Jul","Ratatouille","OP",3,"L",0,"2025-07-15",NA,26,"nereo_size"
"2025-Jul","Ratatouille","OP",3,"L",1,"2025-07-15",NA,30,"nereo_size"
"2025-Jul","Ratatouille","OP",3,"L",1,"2025-07-15",NA,30,"nereo_size"
"2025-Jul","Ratatouille","OP",3,"L",1,"2025-07-15",NA,54,"nereo_size"
"2025-Jul","Ratatouille","OP",3,"L",10,"2025-07-15",NA,52,"nereo_size"
"2025-Jul","Ratatouille","OP",3,"L",10,"2025-07-15",NA,40,"nereo_size"
"2025-Jul","Ratatouille","OP",3,"L",11,"2025-07-15",NA,28,"nereo_size"
"2025-Jul","Ratatouille","OP",3,"L",12,"2025-07-15",NA,18,"nereo_size"
"2025-Jul","Ratatouille","OP",3,"L",13,"2025-07-15",NA,20,"nereo_size"
"2025-Jul","Ratatouille","OP",3,"L",18,"2025-07-15",NA,25,"nereo_size"
"2025-Jul","Robert_rocks","OP",3,"R",8,"2025-07-05",NA,27,"nereo_size"
"2025-Jul","Robert_rocks","OP",3,"R",9,"2025-07-05",NA,42,"nereo_size"
"2025-Jul","Robert_rocks","OP",3,"R",9.5,"2025-07-05",NA,14,"nereo_size"
"2025-Jul","Robert_rocks","OP",3,"R",10,"2025-07-05",NA,29,"nereo_size"
"2025-Jul","Robert_rocks","OP",3,"R",12,"2025-07-05",NA,49,"nereo_size"
"2025-Jul","Robert_rocks","OP",3,"R",12,"2025-07-05",NA,55,"nereo_size"
"2025-Jul","Robert_rocks","OP",3,"R",12,"2025-07-05",NA,62,"nereo_size"
"2025-Jul","Robert_rocks","OP",3,"R",14,"2025-07-05",NA,25,"nereo_size"
"2025-Jul","Robert_rocks","OP",3,"R",16,"2025-07-05",NA,58,"nereo_size"
"2025-Jul","Robert_rocks","OP",3,"R",28,"2025-07-05",NA,26,"nereo_size"
"2025-Jul","Robert_rocks","AS",2,"L",28,"2025-07-05",NA,23,"nereo_size"
"2025-Jul","Robert_rocks","AS",2,"L",26,"2025-07-05",NA,29,"nereo_size"
"2025-Jul","Robert_rocks","AS",2,"R",24,"2025-07-05",NA,31,"nereo_size"
"2025-Jul","Robert_rocks","AS",2,"L",24,"2025-07-05",NA,27,"nereo_size"
"2025-Jul","Robert_rocks","AS",2,"R",20,"2025-07-05",NA,72,"nereo_size"
"2025-Jul","Robert_rocks","AS",2,"L",7,"2025-07-05",NA,26,"nereo_size"
"2025-Jul","Robert_rocks","AS",2,"R",7,"2025-07-05",NA,16,"nereo_size"
"2025-Jul","Robert_rocks","AS",2,"R",6,"2025-07-05",NA,43,"nereo_size"
"2025-Jul","Robert_rocks","AS",2,"R",5,"2025-07-05",NA,26,"nereo_size"
"2025-Jul","Robert_rocks","AS",2,"L",1,"2025-07-05",NA,33,"nereo_size"
"2025-Jul","Robert_rocks","DCO",1,"L",1,"2025-07-05",NA,30,"nereo_size"
"2025-Jul","Robert_rocks","DCO",1,"R",2,"2025-07-05",NA,34,"nereo_size"
"2025-Jul","Robert_rocks","DCO",1,"R",2,"2025-07-05",NA,29,"nereo_size"
"2025-Jul","Robert_rocks","DCO",1,"R",3,"2025-07-05",NA,31,"nereo_size"
"2025-Jul","Robert_rocks","DCO",1,"L",8,"2025-07-05",NA,13,"nereo_size"
"2025-Jul","Robert_rocks","DCO",1,"L",20,"2025-07-05",NA,24,"nereo_size"
"2025-Jul","Robert_rocks","DCO",1,"R",20,"2025-07-05",NA,37,"nereo_size"
"2025-Jul","Robert_rocks","DCO",1,"L",22,"2025-07-05",NA,40,"nereo_size"
"2025-Jul","Robert_rocks","DCO",1,"R",24,"2025-07-05",NA,43,"nereo_size"
"2025-Jul","Robert_rocks","DCO",1,"R",25,"2025-07-05",NA,21,"nereo_size"
"2025-Jul","Robert_rocks_south","OP/AS",NA,NA,NA,"2025-07-08",2599,33,"nereo_metricsT2"
"2025-Jul","Robert_rocks_south","OP/AS",NA,NA,NA,"2025-07-08",2542,52,"nereo_metricsT2"
"2025-Jul","Robert_rocks_south","OP/AS",NA,NA,NA,"2025-07-08",2670,50,"nereo_metricsT2"
"2025-Jul","Robert_rocks_south","OP/AS",NA,NA,NA,"2025-07-08",220,26,"nereo_metricsT2"
"2025-Jul","Robert_rocks_south","OP/AS",NA,NA,NA,"2025-07-08",213,12,"nereo_metricsT2"
"2025-Jul","Robert_rocks_south","OP/AS",NA,NA,NA,"2025-07-08",222,14,"nereo_metricsT2"
"2025-Jul","Robert_rocks_south","LL/DCO",NA,NA,NA,"2025-07-08",2597,37,"nereo_metricsT2"
"2025-Jul","Robert_rocks_south","LL/DCO",NA,NA,NA,"2025-07-08",2680,40,"nereo_metricsT2"
"2025-Jul","Robert_rocks_south","LL/DCO",NA,NA,NA,"2025-07-08",1946,24,"nereo_metricsT2"
"2025-Jul","Robert_rocks_south","LL/DCO",NA,NA,NA,"2025-07-08",2663,30,"nereo_metricsT2"
"2025-Jul","Robert_rocks_south","LL/DCO",NA,NA,NA,"2025-07-08",2603,41,"nereo_metricsT2"
"2025-Jul","Robert_rocks_south","LL/DCO",NA,NA,NA,"2025-07-08",2600,39,"nereo_metricsT2"
"2025-Jul","Robert_rocks_south","LL/DCO",NA,NA,NA,"2025-07-08",2551,26,"nereo_metricsT2"
"2025-Jul","Robert_rocks_south","LL/DCO",NA,NA,NA,"2025-07-08",2590,27,"nereo_metricsT2"
"2025-Jul","Second","DVM",1,"R",0,"2025-07-18",NA,6,"nereo_size"
"2025-Jul","Second","DVM",1,"R",0,"2025-07-18",NA,10,"nereo_size"
"2025-Jul","Second","DVM",1,"R",0,"2025-07-18",NA,44,"nereo_size"
"2025-Jul","Second","DVM",1,"R",5,"2025-07-18",NA,16,"nereo_size"
"2025-Jul","Second","DVM",1,"R",6,"2025-07-18",NA,10,"nereo_size"
"2025-Jul","Second","DVM",1,"R",6.5,"2025-07-18",NA,46,"nereo_size"
"2025-Jul","Second","DVM",1,"L",9,"2025-07-18",NA,20,"nereo_size"
"2025-Jul","Second","DVM",1,"L",12,"2025-07-18",NA,39,"nereo_size"
"2025-Jul","Second","DVM",1,"L",11,"2025-07-18",NA,18,"nereo_size"
"2025-Jul","Second","DVM",1,"L",10,"2025-07-18",NA,16,"nereo_size"
"2025-Jul","Second","LL",2,"L",30,"2025-07-18",NA,30,"nereo_size"
"2025-Jul","Second","LL",2,"L",29,"2025-07-18",NA,21,"nereo_size"
"2025-Jul","Second","LL",2,"R",29,"2025-07-18",NA,15,"nereo_size"
"2025-Jul","Second","LL",2,"L",29,"2025-07-18",NA,20,"nereo_size"
"2025-Jul","Second","LL",2,"L",30,"2025-07-18",NA,34,"nereo_size"
"2025-Jul","Second","LL",2,"R",24,"2025-07-18",NA,11,"nereo_size"
"2025-Jul","Second","LL",2,"R",24,"2025-07-18",NA,43,"nereo_size"
"2025-Jul","Second","LL",2,"R",24,"2025-07-18",NA,14,"nereo_size"
"2025-Jul","Second","LL",2,"R",24,"2025-07-18",NA,38,"nereo_size"
"2025-Jul","Second","LL",2,"R",24,"2025-07-18",NA,47,"nereo_size"
"2025-Jul","Second","OP",3,"R",0,"2025-07-18",NA,44,"nereo_size"
"2025-Jul","Second","OP",3,"L",1,"2025-07-18",NA,35,"nereo_size"
"2025-Jul","Second","OP",3,"R",2,"2025-07-18",NA,7,"nereo_size"
"2025-Jul","Second","OP",3,"R",2,"2025-07-18",NA,13,"nereo_size"
"2025-Jul","Second","OP",3,"R",10,"2025-07-18",NA,34,"nereo_size"
"2025-Jul","Second","OP",3,"R",10,"2025-07-18",NA,11,"nereo_size"
"2025-Jul","Second","OP",3,"L",10,"2025-07-18",NA,11,"nereo_size"
"2025-Jul","Second","OP",3,"R",12,"2025-07-18",NA,25,"nereo_size"
"2025-Jul","Second","OP",3,"R",12,"2025-07-18",NA,20,"nereo_size"
"2025-Jul","Second","OP",3,"L",15,"2025-07-18",NA,27,"nereo_size"
"2025-Jul","Triquetta","AS",1,NA,1,"2025-07-13",NA,37,"nereo_size"
"2025-Jul","Triquetta","AS",1,NA,1,"2025-07-13",NA,42,"nereo_size"
"2025-Jul","Triquetta","AS",1,NA,2,"2025-07-13",NA,7,"nereo_size"
"2025-Jul","Triquetta","AS",1,NA,3,"2025-07-13",NA,27,"nereo_size"
"2025-Jul","Triquetta","AS",1,NA,4,"2025-07-13",NA,16,"nereo_size"
"2025-Jul","Triquetta","AS",1,NA,5,"2025-07-13",NA,27,"nereo_size"
"2025-Jul","Triquetta","AS",1,NA,7,"2025-07-13",NA,18,"nereo_size"
"2025-Jul","Triquetta","AS",1,NA,8,"2025-07-13",NA,30,"nereo_size"
"2025-Jul","Triquetta","LL",2,NA,0,"2025-07-13",NA,6,"nereo_size"
"2025-Jul","Triquetta","LL",2,NA,0.5,"2025-07-13",NA,41,"nereo_size"
"2025-Jul","Triquetta","LL",2,NA,0.5,"2025-07-13",NA,40,"nereo_size"
"2025-Jul","Triquetta","LL",2,NA,1,"2025-07-13",NA,6,"nereo_size"
"2025-Jul","Triquetta","LL",2,NA,1,"2025-07-13",NA,23,"nereo_size"
