period,date,site,contour,transect,diver,tag,stipeL,bladeL,Bwidth,pneuD,Sbulb_max,Sbulb_10,Sbulb_15,Bcount,bladeW,stipeW,Psori,comments,sampleID,uniqueID,"*** stipeL /bladeL = cm, bladeWidth/pneuD/Sbulb_max/Sbulb_10/Sbulb_15 = mm, bladeW/stipeW = kg"
2019-Jul,2019-07-15,North_dense,na,1,OP,na,630,290,8.8,106,63,61,na,82,8.64,4.38,L,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,423,250,9.5,90,48,42,na,60,4.25,1.43,L,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,500,240,11,82,48,44,na,71,5.5,1.66,L,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,494,200,16.7,80,44,40,na,50,4.9,1.31,L,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,415,160,12.9,69,48,43,na,44,3.57,1.42,L,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,396,195,7,86,54,48,na,63,3.85,1.59,L,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,365,208,12,78,50,45,na,36,2.86,1.17,L,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,423,210,8,81,46,39,na,40,2.25,0.95,L,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,479,220,11,72,50,47,na,39,3,1.69,L,,na,na,
2019-Jul,2019-07-15,North_dense,na,1,OP,na,na,na,na,na,na,na,na,na,1.43,na,na,extra blade bits,na,na,
2019-Jul,2019-07-17,Starfish_fringe,deep,1,OP,na,326,290,17,76,41,35,na,20,2.26,0.77,L,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,deep,1,OP,na,358,160,7.2,70,39,32,na,26,0.66,0.41,L,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,deep,1,OP,na,344,100,9.9,72,32,28,na,33,0.83,0.39,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,deep,1,OP,na,860,390,17.5,71,59,58,na,19,6.79,2.28,L,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,deep,1,OP,na,353,150,11.7,84,48,44,na,9,0.65,1.24,L,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,deep,1,OP,na,557,200,9.5,69,45,43,na,19,1.94,1.32,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,deep,1,OP,na,689,338,8.4,71,55,52,na,32,4.35,2.73,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,deep,1,OP,na,392,205,8.5,73,37,30,na,27,1.71,1.25,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,deep,1,OP,na,175,90,5.5,53,13,3,na,16,0.14,0.02,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,deep,1,OP,na,580,95,13.4,73,42,36,na,24,1.86,0.83,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,deep,1,OP,na,423,330,8.3,80,40,36,na,34,3.13,0.76,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,deep,1,OP,na,263,170,11,57,26,21,na,17,0.87,0.18,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,deep,1,OP,na,295,170,9.9,62,34,30,na,23,0.82,0.2,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,deep,1,OP,na,527,180,6.5,76,26,23,na,24,0.87,0.41,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,deep,1,OP,na,332,190,7.8,63,23,20,na,18,0.58,0.18,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,deep,1,OP,na,na,na,na,na,na,na,na,na,0.1,na,na,extra blade bits,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,375,218,9,71,39,37,na,26,0.38,0.68,L,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,165,185,10,64,35,28,na,20,1.14,0.33,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,244,180,10.5,63,27,24,na,21,1.02,0.23,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,182,168,10.5,72,41,34,na,17,0.87,0.42,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,389,140,5,60,28,23,na,27,0.49,0.22,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,234,139,11,73,32,24,na,22,1.12,0.26,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,487,128,9,77,43,38,na,41,2.13,1.01,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,249,170,12,66,30,26,na,25,1.02,0.29,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,373,160,7,74,37,35,na,40,1.01,0.69,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,304,250,11,82,49,45,na,18,1.77,0.79,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,188,140,6,74,20,12,na,18,0.47,0.13,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,150,145,10,72,37,26,na,34,0.66,0.31,L,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,324,200,13,80,48,40,na,41,3.28,1.01,L,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,143,120,9.5,70,36,26,na,22,0.59,0.29,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,316,150,7,75,54,40,na,37,3.03,1.3,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,440,220,14,72,38,34,na,21,1.1,0.65,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,342,147,7,65,32,29,na,21,0.34,0.43,0,,na,na,
2019-Jul,2019-07-17,Starfish_fringe,shallow,2,OP,na,na,na,na,na,na,na,na,na,0.36,na,na,extra blade bits,na,na,
2019-Jul,2019-07-17,Boas_channel,na,1,OP,na,329,80,4.1,64,18,11,na,23,0.22,0.13,0,,na,na,
2019-Jul,2019-07-17,Boas_channel,na,1,OP,na,543,120,5.2,71,23,13,na,37,0.43,0.24,0,,na,na,
2019-Jul,2019-07-17,Boas_channel,na,1,OP,na,680,310,9.5,90,51,46,na,42,3.44,2.01,L,,na,na,
2019-Jul,2019-07-17,Boas_channel,na,1,OP,na,799,140,5,75,34,26,na,48,0.79,0.46,0,,na,na,
2019-Jul,2019-07-17,Boas_channel,na,1,OP,na,426,63,3.8,66,24,11,na,18,0.11,0.17,0,,na,na,
2019-Jul,2019-07-17,Boas_channel,na,1,OP,na,526,150,6.9,84,30,23,na,31,0.93,0.46,0,,na,na,
2019-Jul,2019-07-17,Boas_channel,na,1,OP,na,642,140,4.6,75,26,21,na,37,0.31,0.39,0,,na,na,
2019-Jul,2019-07-17,Boas_channel,na,1,OP,na,660,220,5.6,75,25,19,na,24,0.48,0.31,0,,na,na,
2019-Jul,2019-07-17,Boas_channel,na,1,OP,na,902,200,6.8,73,38,29,na,41,0.97,0.79,0,,na,na,
2019-Jul,2019-07-17,Boas_channel,na,1,OP,na,954,420,12.2,88,60,58,na,74,10.7,3.99,H,,na,na,
2019-Jul,2019-07-17,Boas_channel,na,1,OP,na,698,170,4.7,75,31,25,na,29,0.6,0.45,0,,na,na,
2019-Jul,2019-07-17,Boas_channel,na,1,OP,na,na,na,na,na,na,na,na,na,0.03,na,na,extra blade bits,na,na,
2019-Jul,2019-07-17,Boas_channel,na,2,OP,na,417,110,4.3,61,20,13,na,16,0.17,0.12,0,,na,na,
2019-Jul,2019-07-17,Boas_channel,na,2,OP,na,609,120,3,65,22,12,na,21,0.23,0.15,0,,na,na,
2019-Jul,2019-07-17,Boas_channel,na,2,OP,na,568,120,4.7,64,21,15,na,25,0.31,0.2,0,,na,na,
2019-Jul,2019-07-17,Boas_channel,na,2,OP,na,859,230,7.2,83,47,41,na,40,1.94,1.47,0,,na,na,
2019-Jul,2019-07-17,Boas_channel,na,2,OP,na,1019,330,7.1,87,43,37,na,44,2.38,1.2,0,,na,na,
2019-Jul,2019-07-17,Boas_channel,na,2,OP,na,419,110,5.4,61,27,20,na,20,0.18,0.22,0,,na,na,
2019-Jul,2019-07-18,Odlum,deep,1,OP,na,718,208,5.5,68,48,44,na,45,2.85,1.68,0,,na,na,
2019-Jul,2019-07-18,Odlum,deep,1,OP,na,798,230,8,78,50,49,na,66,4.54,2.56,0,,na,na,
2019-Jul,2019-07-18,Odlum,deep,1,OP,na,699,100,4.5,76,35,30,na,35,0.56,0.68,0,,na,na,
2019-Jul,2019-07-18,Odlum,deep,1,OP,na,809,90,9,66,40,33,na,36,0.62,0.74,0,,na,na,
2019-Jul,2019-07-18,Odlum,deep,1,OP,na,608,80,9,69,30,26,na,39,0.45,0.41,0,,na,na,
2019-Jul,2019-07-18,Odlum,deep,1,OP,na,715,156,12,77,46,43,na,80,0.81,1.64,0,,na,na,
2019-Jul,2019-07-18,Odlum,deep,1,OP,na,740,230,7,84,64,62,na,47,0.26,2.9,0,,na,na,
2019-Jul,2019-07-18,Odlum,deep,1,OP,na,955,265,9,90,61,56,na,77,6.14,4.58,L,,na,na,
2019-Jul,2019-07-18,Odlum,deep,1,OP,na,482,60,3,70,30,26,na,30,0.22,0.38,0,,na,na,
2019-Jul,2019-07-18,Odlum,deep,1,OP,na,679,223,9,68,51,48,na,47,3.03,1.9,0,,na,na,
2019-Jul,2019-07-18,Odlum,deep,1,OP,na,553,40,3.1,49,17,11,na,24,0.09,0.12,0,,na,na,
2019-Jul,2019-07-18,Odlum,deep,1,OP,na,473,77,5.5,61,29,24,na,24,0.35,0.28,0,,na,na,
2019-Jul,2019-07-18,Odlum,deep,1,OP,na,636,100,13,69,46,40,na,26,0.94,1.06,0,,na,na,
2019-Jul,2019-07-18,Odlum,deep,1,OP,na,625,168,15,62,57,53,na,37,2.58,2.15,L,,na,na,
2019-Jul,2019-07-18,Odlum,deep,1,OP,na,na,na,na,na,na,na,na,na,0.47,na,na,extra blade bits,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,386,110,5.9,69,44,41,na,40,0.95,1.02,0,,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,358,90,5.2,68,50,50,na,34,0.95,1.39,L,,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,268,67,3.5,52,20,9,na,16,0.05,0.07,0,,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,583,87,7.5,70,43,39,na,19,0.7,1.22,H,,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,446,129,6,72,44,42,na,61,1.86,0.99,L,,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,659,69,6,75,55,51,na,16,0.24,2.35,0,,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,561,87,5.2,72,41,34,na,33,0.7,0.83,0,,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,483,102,8.1,66,34,28,na,26,0.62,0.46,0,,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,502,69,6.7,69,38,36,na,22,0.36,0.68,0,,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,473,129,5.6,75,45,42,na,72,2.12,0.92,L,,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,507,79,5.5,70,36,30,na,13,0.28,0.53,0,,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,533,67,5,58,36,30,na,51,0.32,0.55,0,,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,673,54,6.1,60,37,34,na,28,0.31,0.85,L,,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,585,84,8.5,76,56,51,na,35,0.91,2.03,L,,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,429,89,5.2,64,45,37,na,40,0.97,0.63,0,,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,571,124,10.5,64,53,50,na,36,0.5,1.76,L,,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,430,37,3,51,26,19,na,6,0.03,0.21,0,,na,na,
2019-Jul,2019-07-18,Odlum,shallow,2,OP,na,na,na,na,na,na,na,na,na,0.37,na,na,extra blade bits,na,na,
2019-Jul,2019-07-18,Boas_fringe,deep,1,OP,na,286,148,8,72,26,22,na,20,0.25,0.31,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,deep,1,OP,na,411,150,4.5,57,16,6,na,17,0.06,0.09,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,deep,1,OP,na,411,103,4.2,60,20,15,na,23,0.1,0.15,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,deep,1,OP,na,532,36,8.6,72,37,33,na,39,1.12,0.81,L,,na,na,
2019-Jul,2019-07-18,Boas_fringe,deep,1,OP,na,470,25,7.6,83,57,51,na,54,2.49,1.88,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,deep,1,OP,na,518,72,2.9,80,48,43,na,44,1.07,1.3,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,deep,1,OP,na,501,100,6.4,87,44,38,na,36,0.83,0.94,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,deep,1,OP,na,456,128,12,92,57,51,na,55,2.65,2.22,L,,na,na,
2019-Jul,2019-07-18,Boas_fringe,deep,1,OP,na,518,58,4.5,72,33,26,na,6,0.08,0.37,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,deep,1,OP,na,573,111,8.6,79,36,29,na,38,0.74,0.51,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,deep,1,OP,na,422,87,5.8,74,28,22,na,26,0.29,0.28,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,deep,1,OP,na,448,40,3.8,64,26,17,na,24,0.11,0.21,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,deep,1,OP,na,336,70,5.2,71,32,21,na,30,0.23,0.29,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,deep,1,OP,na,542,152,11,84,44,43,na,71,2.76,1.45,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,deep,1,OP,na,521,110,9.5,75,35,29,na,18,0.66,0.59,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,deep,1,OP,na,580,80,7.4,83,35,30,na,24,0.41,0.57,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,deep,1,OP,na,na,na,na,na,na,na,na,na,0.38,na,na,extra blade bits,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,218,65,5.8,65,24,18,na,27,0.2,0.18,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,238,106,9,64,36,35,na,33,0.57,0.56,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,401,130,6.7,91,54,50,na,23,0.7,1.77,H,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,348,143,39,57,40,35,na,39,1.64,0.87,L,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,306,80,3.3,69,32,28,na,20,0.22,0.49,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,183,55,2.8,61,30,21,na,25,0.17,0.22,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,355,151,6.9,84,52,48,na,32,1.39,1.54,L,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,188,63,5.9,61,45,37,na,36,0.44,0.45,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,229,51,3.4,56,45,34,na,30,0.28,0.52,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,209,23,5,79,44,42,na,34,0.98,0.8,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,201,64,4.4,62,34,26,na,24,0.19,0.32,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,251,77,6.8,42,39,34,na,18,0.29,0.62,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,329,69,5.2,77,43,40,na,13,0.15,0.91,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,201,60,3.2,64,42,32,na,32,0.16,0.39,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,153,40,4,51,22,10,na,14,0.05,0.08,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,271,53,3.6,63,28,21,na,10,0.03,0.23,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,285,110,5.8,73,29,26,na,18,0.65,0.49,0,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,168,93,8.6,79,48,32,na,50,1.76,0.52,L,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,402,88,6.5,80,55,50,na,42,1.05,1.77,L,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,337,135,6.4,82,45,40,na,65,2.21,1.47,H,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,360,112,7,69,42,38,na,28,0.58,1.02,L,,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,240,135,na,86,49,46,na,43,1.4,1,L,blade width says 1.02cm...? error?,na,na,
2019-Jul,2019-07-18,Boas_fringe,shallow,2,OP,na,na,na,na,na,na,na,na,na,0.21,na,na,extra blade bits,na,na,
2019-Jul,2019-07-02,North,na,na,MHL,na,569,200,na,76,50,44,na,52,2.57,1.41,na,,na,na,
2019-Jul,2019-07-02,North,na,na,MHL,na,221,70,na,54,24,16,na,27,0.15,0.17,na,,na,na,
2019-Jul,2019-07-02,North,na,na,MHL,na,537,200,na,71,49,48,na,41,3.68,2.19,na,,na,na,
2019-Jul,2019-07-02,North,na,na,MHL,na,615,230,na,102,56,57,na,58,8.83,3.55,na,,na,na,
2019-Jul,2019-07-02,North,na,na,MHL,na,526,140,na,64,35,31,na,36,0.92,0.69,na,,na,na,
2019-Jul,2019-07-02,North,na,na,MHL,na,378,220,na,93,59,56,na,62,3.16,2.66,na,,na,na,
2019-Jul,2019-07-02,North,na,na,MHL,na,560,250,na,82,53,52,na,77,2.68,2.06,na,,na,na,
2019-Jul,2019-07-02,North,na,na,MHL,na,432,160,na,66,41,35,na,25,0.72,0.75,na,,na,na,
2019-Jul,2019-07-02,North,na,na,MHL,na,518,270,na,88,60,55,na,55,5.4,2.4,na,,na,na,
2019-Jul,2019-07-02,North,na,na,MHL,na,603,190,na,73,36,33,na,50,3.38,1.12,na,,na,na,
2019-Jul,2019-07-02,North,na,na,MHL,na,586,280,na,81,43,40,na,66,10.12,4.29,na,,na,na,
2019-Jul,2019-07-02,North,na,na,MHL,na,634,200,na,95,60,58,na,53,4.4,2.07,na,,na,na,
2019-Jul,2019-07-02,North,na,na,MHL,na,470,100,na,65,33,24,na,28,0.43,0.4,na,,na,na,
2019-Jul,2019-07-02,North,na,na,MHL,na,482,120,na,59,35,30,na,21,0.72,0.52,na,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,444,122,2.3,71,40,33,na,52,0.58,0.63,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,425,227,3.6,81,46,33,na,55,0.68,0.72,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,495,262,6.7,100,41,37,na,63,3.45,1.15,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,229,124,5,84,42,31,na,48,0.42,0.55,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,220,120,2.3,75,25,18,na,46,0.12,0.22,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,58,72,4,83,30,18,na,31,0.24,0.27,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,283,146,4,92,50,46,na,71,1.08,1.1,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,309,120,3.8,82,33,30,na,52,0.46,0.48,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,374,147,3.2,86,59,52,na,63,1.15,1.48,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,225,58,3.3,70,15,5,na,19,0.04,0.07,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,180,70,3.3,75,20,8,na,36,0.17,0.15,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,223,71,3.1,71,19,6,na,14,0.07,0.09,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,368,130,5.5,88,40,34,na,67,0.91,0.62,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,158,101,3.5,73,30,19,na,36,0.37,0.26,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,385,105,5,85,43,32,na,74,1.06,0.57,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,436,99,4.4,79,45,35,na,72,0.9,0.83,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,322,82,3.2,68,28,18,na,45,0.22,0.19,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,239,63,3,62,23,12,na,29,0.15,0.15,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,273,120,2.4,91,46,34,na,47,0.41,2.18,0,,na,na,
2019-Jul,2019-07-03,Manley,na,na,LL,na,409,150,2.6,110,56,48,na,61,0.75,2.07,L,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,307,146,7.4,70,50,42,na,45,1.81,1.19,0,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,272,67,5.1,63,36,28,na,33,0.44,0.49,0,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,296,65,7,68,33,25,na,37,0.68,0.51,0,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,241,87,6.9,67,39,32,na,38,0.71,0.49,0,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,253,105,8.4,66,43,40,na,32,1.07,0.7,L,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,282,100,7.4,87,56,50,na,46,1.71,1.43,0,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,382,140,5.3,81,56,49,na,50,1.84,1.64,L,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,279,130,8,73,34,25,na,35,0.81,0.36,0,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,390,180,12.2,75,60,51,na,46,3.62,2.147,L,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,323,150,14.5,80,51,44,na,36,2.61,1.13,L,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,308,87,5,57,42,35,na,25,0.49,0.69,0,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,246,75,8.2,69,39,24,na,54,0.71,0.48,0,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,187,60,4.5,66,30,19,na,23,0.17,0.18,0,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,426,86,5,66,48,36,na,25,0.31,0.89,0,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,382,140,11,73,54,46,na,32,2.05,1.69,0,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,374,128,10.4,61,55,52,na,23,2.04,1.66,L,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,667,47,6,57,43,38,na,12,0.13,1.1,L,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,513,109,7.7,70,40,35,na,28,0.62,0.75,0,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,366,130,7.5,57,45,38,na,29,0.87,0.87,0,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,816,77,5.5,60,38,35,na,18,0.34,0.85,0,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,361,50,3.8,68,27,15,na,24,0.16,0.16,0,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,490,28,3.8,54,22,13,na,18,0.02,0.13,0,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,572,167,5.5,81,40,34,na,38,1.49,0.84,0,,na,na,
2019-Jul,2019-07-21,Adam_rock,na,1,OP,na,na,na,na,na,na,na,na,na,0.14,na,na,extra blade bits,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,726,54,7.1,69,46,39,na,14,0.19,1.29,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,430,79,4.3,62,30,22,na,24,0.29,0.27,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,282,68,6.5,56,20,7,na,15,0.11,0.09,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,153,37,3.5,53,17,3,na,11,0.03,0.06,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,279,90,4.1,66,28,20,na,31,0.35,0.2,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,317,80,3,63,20,9,na,21,0.17,0.14,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,402,94,4.9,72,35,26,na,44,0.56,0.46,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,481,96,5.7,69,36,29,na,54,0.7,0.7,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,510,110,5.6,72,43,37,na,10,0.19,0.81,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,618,80,8,82,37,32,na,32,0.61,1.02,L,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,247,170,8,75,45,36,na,34,0.82,0.61,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,428,107,6.7,69,47,39,na,42,0.88,0.91,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,520,47,3.5,46,24,15,na,12,0.05,0.13,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,738,102,9,73,40,28,na,37,1.06,0.77,L,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,463,44,4,55,21,12,na,20,0.06,0.1,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,949,91,7,67,35,29,na,33,0.63,0.69,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,200,62,4.5,53,6,2,na,12,0.04,0.05,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,607,129,8.8,80,54,48,na,58,1.77,1.84,L,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,600,145,8,79,48,44,na,50,1.82,1.89,L,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,525,139,5.5,79,39,31,na,50,0.85,0.83,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,359,136,6.2,75,42,35,na,48,1.22,0.67,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,463,113,6,72,44,34,na,46,0.94,0.72,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,572,69,4,66,38,32,na,14,0.14,0.56,0,,na,na,
2019-Jul,2019-07-21,Breaker,na,na,OP,na,374,60,4.3,72,34,27,na,47,0.33,0.36,0,,na,na,
